nct_id,brief_title,official_title,overall_status,start_date,completion_date,last_update,study_type,phase,enrollment,enrollment_type,allocation,intervention_model,primary_purpose,masking,condition,intervention_name,intervention_type,primary_outcome_count,secondary_outcome_count,min_age,max_age,sex,healthy_volunteers,lead_sponsor_name,lead_sponsor_class,collaborator_count,location_count,countries,trial_success,is_phase1,is_phase2,is_phase3,is_phase4,is_combined_phase,phase_numeric,is_oncology,is_autoimmune,is_cns,is_cardiovascular,condition_count,log_enrollment,enrollment_size,is_small_trial,is_actual_enrollment,is_industry_sponsor,is_academic_sponsor,is_big_pharma,has_collaborators,is_multisite,is_international,is_us_trial,is_europe_trial,is_randomized,is_blinded,is_treatment_purpose,is_parallel,total_outcome_count,has_secondary_outcomes,is_drug,is_biological,is_device,intervention_count,has_multiple_interventions,start_date_dt,completion_date_dt,study_duration_days,start_year,is_recent_trial,complexity_score,is_complex_trial
NCT00594932,Biomarker-Linked Outcomes of Cellcept in Lupus Arthritis,Biomarker-Linked Outcomes of Cellcept in Lupus Arthritis,COMPLETED,2006-11,2009-04,2020-10-09,INTERVENTIONAL,PHASE1|PHASE2,27.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Systemic Lupus Erythematosus|Arthritis,mycophenolate mofetil|placebo,DRUG|OTHER,1,2,14 Years,70 Years,ALL,False,Oklahoma Medical Research Foundation,OTHER,1,1,United States,1.0,1,1,0,0,1,1.5,0,1,0,0,2,3.332204510175204,small,1,1,0,1,0,1,0,0,1,0,1,1,1,1,3,1,1,0,0,2,1,,,,,0,3,1
NCT01614132,Multicenter Pilot-study for the Therapy of Medulloblastoma of Adults,Multicenter Pilot-study for the Therapy of Medulloblastoma of Adults (NOA-07),COMPLETED,2009-01,2018-10,2020-03-31,INTERVENTIONAL,PHASE1|PHASE2,33.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Medulloblastoma,"maintenance chemotherapy (vincristin, cisplatin and CCNU)|Radiotherapy",DRUG|RADIATION,1,5,18 Years,65 Years,ALL,False,University of Regensburg,OTHER,0,15,Germany,1.0,1,1,0,0,1,1.5,0,0,0,0,1,3.5263605246161616,small,1,1,0,1,0,0,1,0,0,1,0,0,1,0,6,1,1,0,0,2,1,,,,,0,3,1
NCT01309932,Safety Study of Pegylated Interferon Lambda Plus Single or 2 Direct Antiviral Agents With Ribavirin,"A Phase 2B, Randomized Study to Evaluate the Safety and Efficacy of Pegylated Interferon Lambda (BMS-914143) Administered With Ribavirin Plus a Single Direct Antiviral Agent (BMS-790052 or BMS-650032) Versus Pegasys Administered With Ribavirin (Part A) and of Pegylated Interferon Lambda (BMS-914143) Administered With or Without Ribavirin Plus 2 Direct Antiviral Agents (BMS-790052 and BMS-650032) (Part B) in Chronic Hepatitis C Genotype-1 Treatment naïve Subjects",COMPLETED,2011-03,2014-09,2015-10-09,INTERVENTIONAL,PHASE2,165.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Hepatitis C,Pegylated Interferon Lambda (pegIFNλ)|BMS-790052 (NS5A Inhibitor)|Ribavirin (RBV)|BMS-650032 (NS3 Protease Inhibitor)|Pegylated Interferon Alfa-2a (pegIFNα-2a)|Pegylated Interferon Lambda (pegIFNλ)|Ribavirin (RBV)|Pegylated Interferon Lambda (pegIFNλ)|Ribavirin (RBV)|BMS-790052 (NS5A Inhibitor)|BMS-650032 (NS3 Protease Inhibitor)|Placebo (PBO) for BMS-650032 (Placebo for NS3 Protease Inhibitor)|Placebo (PBO) for BMS-790052 (Placebo for NS5A Inhibitor)|Placebo for Ribavirin (RBV)|Placebo for Ribavirin (RBV),DRUG|BIOLOGICAL,3,14,18 Years,70 Years,ALL,False,Bristol-Myers Squibb,INDUSTRY,0,40,Australia|United States|Puerto Rico|New Zealand|France|Spain|Germany|Japan|Italy,1.0,0,1,0,0,0,2.0,0,0,0,0,1,5.111987788356544,medium,0,1,1,0,1,0,1,1,1,1,1,1,1,1,17,1,1,1,0,15,1,,,,,0,3,1
NCT00909532,Study of Ivacaftor in Cystic Fibrosis Subjects Aged 12 Years and Older With the G551D Mutation,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study to Evaluate the Efficacy and Safety of VX-770 in Subjects With Cystic Fibrosis and the G551D Mutation",COMPLETED,2009-06,2012-11,2013-01-18,INTERVENTIONAL,PHASE3,167.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Cystic Fibrosis,Ivacaftor|Placebo,DRUG,1,5,12 Years,,ALL,False,Vertex Pharmaceuticals Incorporated,INDUSTRY,1,65,United Kingdom|Australia|United States|Canada|Ireland|France|Czechia|Germany,1.0,0,0,1,0,0,3.0,0,0,0,0,1,5.123963979403259,medium,0,1,1,0,0,1,1,1,1,1,1,1,1,1,6,1,1,0,0,2,1,,,,,0,3,1
NCT00416598,Decitabine as Maintenance Therapy After Standard Therapy in Treating Patients With Previously Untreated Acute Myeloid Leukemia,Phase II Study of Maintenance Therapy With Decitabine (NSC #127716) Following Standard Induction and Cytogenetic Risk-Adapted Intensification in Previously Untreated Patients With AML &lt; 60 Years,COMPLETED,2006-11-15,2016-12-01,2019-02-19,INTERVENTIONAL,PHASE2,546.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Acute Myeloid Leukemia|Acute Myeloid Leukemia With Myelodysplasia-Related Changes|Adult Acute Myeloid Leukemia With Inv(16)(p13.1q22); CBFB-MYH11|Adult Acute Myeloid Leukemia With t(16;16)(p13.1;q22); CBFB-MYH11|Adult Acute Myeloid Leukemia With t(8;21); (q22; q22.1); RUNX1-RUNX1T1|Adult Acute Myeloid Leukemia With t(9;11)(p22.3;q23.3); MLLT3-KMT2A|Untreated Adult Acute Myeloid Leukemia,Autologous Bone Marrow Transplantation|Autologous Hematopoietic Stem Cell Transplantation|Busulfan|Cytarabine|Daunorubicin Hydrochloride|Decitabine|Etoposide|Filgrastim|Laboratory Biomarker Analysis|Pharmacological Study,PROCEDURE|DRUG|OTHER|BIOLOGICAL,2,0,15 Years,59 Years,ALL,False,National Cancer Institute (NCI),NIH,0,46,United States,1.0,0,1,0,0,0,2.0,1,0,0,0,7,6.304448802421981,xlarge,0,1,0,1,0,0,1,0,1,0,0,0,1,0,2,0,1,1,0,10,1,2006-11-15,2016-12-01,3669.0,2006.0,0,2,0
NCT00010998,Yoga: Effect on Attention in Aging & Multiple Sclerosis,Yoga: Effect on Attention in Aging & Multiple Sclerosis,COMPLETED,1999-09,2004-12,2006-08-18,INTERVENTIONAL,PHASE2,,,,,TREATMENT,,Multiple Sclerosis,Yoga,PROCEDURE,0,0,65 Years,85 Years,ALL,True,National Center for Complementary and Integrative Health (NCCIH),NIH,0,1,United States,1.0,0,1,0,0,0,2.0,0,1,0,0,1,0.0,,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,0,0,0
NCT04666298,Study of Efficacy and Safety of Inclisiran in Japanese Participants With High Cardiovascular Risk and Elevated LDL-C,"A Placebo-controlled, Double-blind, Randomized Trial to Evaluate the Effect of Different Doses of Inclisiran Given as Subcutaneous Injections in Japanese Participants With High Cardiovascular Risk and Elevated LDL-C",COMPLETED,2021-01-29,2022-10-19,2024-06-20,INTERVENTIONAL,PHASE2,312.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Hypercholesterolemia|Heterozygous Familial Hypercholesterolemia,Inclisiran sodium|Placebo,DRUG,1,15,20 Years,,ALL,False,Novartis Pharmaceuticals,INDUSTRY,0,42,Japan,1.0,0,1,0,0,0,2.0,0,0,0,0,2,5.746203190540153,large,0,1,1,0,1,0,1,0,0,0,1,1,1,1,16,1,1,0,0,2,1,2021-01-29,2022-10-19,628.0,2021.0,1,3,1
NCT02276898,A Randomized-Controlled Trial of Inhaled Hypertonic Saline (7%) to Evaluate the Lung Clearance Index,A Randomized-Controlled Trial of Inhaled Hypertonic Saline (7%) to Evaluate the Lung Clearance Index as a Short-term Pharmacodynamic Biomarker in Patients With Cystic Fibrosis.,COMPLETED,2011-11,2014-09,2015-05-22,INTERVENTIONAL,PHASE2,24.0,ESTIMATED,RANDOMIZED,CROSSOVER,TREATMENT,DOUBLE,Cystic Fibrosis,Hypertonic Saline 7%|Isotonic Saline 0.9% (Placebo),DRUG,1,3,6 Years,18 Years,ALL,False,The Hospital for Sick Children,OTHER,0,2,Canada,1.0,0,1,0,0,0,2.0,0,0,0,0,1,3.2188758248682006,small,1,0,0,1,0,0,1,0,0,0,1,1,1,0,4,1,1,0,0,2,1,,,,,0,1,0
NCT01200498,Study of SB939 in Subjects With Myelofibrosis,"A Phase 2, Prospective, Open-Label Study to Determine the Safety and Efficacy of SB939, A Histone Deacetylase Inhibitor, in Subjects With Primary, Post-Polycythemia Vera, or Post-Essential Thrombocythemia Myelofibrosis (PMF; Post-Polycythemia Vera (PV) Myelofibrosis (MF), Or Post- Essential Thrombosis (ET) MF",COMPLETED,2010-11,2012-11,2014-01-30,INTERVENTIONAL,PHASE2,23.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Myeloproliferative Disorders,SB939,DRUG,1,0,18 Years,,ALL,False,M.D. Anderson Cancer Center,OTHER,1,1,United States,1.0,0,1,0,0,0,2.0,0,0,0,0,1,3.1780538303479458,small,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,,,,,0,0,0
NCT00731198,Drotaverine Hydrochloride Versus Hyoscine-N-butylbromide for Duodenal Antimotility During Endoscopic Retrograde Cholangiopancreatography (ERCP),"Drotaverine Hydrochloride Versus Hyoscine-N-butylbromide for Duodenal Antimotility During ERCP: a Prospective, Multicenter Randomized Controlled Trial",COMPLETED,2008-08,2009-07,2010-09-08,INTERVENTIONAL,PHASE3,650.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,SINGLE,ERCP|Pancreatic Diseases|Bile Duct Diseases,Drotaverine hydrochloride|Hyoscine-N-butylbromide,DRUG,1,4,18 Years,90 Years,ALL,False,Changhai Hospital,OTHER,0,4,China,1.0,0,0,1,0,0,3.0,0,0,0,0,3,6.478509642208569,xlarge,0,1,0,1,0,0,1,0,0,0,1,0,0,1,5,1,1,0,0,2,1,,,,,0,2,0
NCT00008398,Sargramostim in Decreasing Mucositis in Patients Receiving Radiation Therapy for Head and Neck Cancer,A Phase III Study to Test the Efficacy and Safety of GM-CSF to Reduce the Severity and Duration of Mucosal Injury and Pain (Mucositis) Associated With Curative Radiation Therapy in Head and Neck Cancer Patients,COMPLETED,2000-10,,2013-11-19,INTERVENTIONAL,PHASE3,,,RANDOMIZED,,SUPPORTIVE_CARE,DOUBLE,Head and Neck Cancer|Oral Complications|Radiation Toxicity,sargramostim|quality-of-life assessment|radiation therapy,PROCEDURE|RADIATION|BIOLOGICAL,0,0,,,ALL,False,Radiation Therapy Oncology Group,NETWORK,1,236,Canada|United States,1.0,0,0,1,0,0,3.0,1,0,0,0,3,0.0,,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,3,1,,,,,0,3,1
NCT03518398,Effectiveness and Safety of Intense Pulsed Light in Patients With Meibomian Gland Dysfunction,Effectiveness and Safety of Intense Pulsed Light in Patients With Meibomian Gland Dysfunction,COMPLETED,2018-07-03,2019-04-02,2019-06-19,INTERVENTIONAL,PHASE3,114.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Meibomian Gland Dysfunction (Disorder)|Dry Eye Syndromes,Intense Pulsed Light|Standard treatment,COMBINATION_PRODUCT|DEVICE,1,10,18 Years,80 Years,ALL,True,Chulalongkorn University,OTHER,0,1,Thailand,1.0,0,0,1,0,0,3.0,0,0,0,0,2,4.74493212836325,medium,0,1,0,1,0,0,0,0,0,0,1,1,1,1,11,1,0,0,1,2,1,2018-07-03,2019-04-02,273.0,2018.0,1,3,1
NCT01210898,Immunogenicity and Safety of V70P5 Revaccination Subjects,"A Phase IIIB, Observer-Blind, Randomized, Parallel Groups, Extension Study to Evaluate the Immunogenicity and Safety Following a Single Intramuscular Dose of a Sub-unit Adjuvanted or a Non-adjuvanted Influenza Vaccines in Healthy Children Previously Vaccinated in the V70P5 Study",COMPLETED,2010-09,2011-12,2016-12-01,INTERVENTIONAL,PHASE3,197.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,SINGLE,Influenza,Adjuvanted seasonal influenza vaccine,BIOLOGICAL,4,2,18 Months,96 Months,ALL,True,Novartis Vaccines,INDUSTRY,0,16,Finland,1.0,0,0,1,0,0,3.0,0,0,0,0,1,5.288267030694535,medium,0,1,1,0,1,0,1,0,0,0,1,0,0,1,6,1,0,1,0,1,0,,,,,0,1,0
NCT01821963,Telaprevir Plus Standard of Care (SOC) in HCV Associated Hepatocellular Carcinoma (HCC),Telaprevir in Combination With Standard of Care in Hepatitis C Genotype 1 Infection in Patients With Hepatocellular Carcinoma Awaiting Liver Transplantation,TERMINATED,2013-04,2014-02,2020-09-24,INTERVENTIONAL,PHASE3,1.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Infection,Pegylated Interferon Alfa 2a|Ribavirin|Telaprevir,DRUG,1,1,18 Years,69 Years,ALL,False,M.D. Anderson Cancer Center,OTHER,1,1,United States,0.0,0,0,1,0,0,3.0,0,0,0,0,1,0.6931471805599453,small,1,1,0,1,0,1,0,0,1,0,0,0,1,0,2,1,1,0,0,3,1,,,,,0,1,0
NCT00066963,Fluoride Varnish Randomized Clinical Trial,Comprehensive Oral Health Center for Discovery: New Strategies for Enhancing Tissue Integrity and Repair Early Childhood Caries: Prevention and Treatment Outcomes,COMPLETED,2002-10,2006-12,2022-03-09,INTERVENTIONAL,PHASE3,376.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,DOUBLE,Dental Caries,Fluoride Varnish,DEVICE,1,0,6 Months,36 Months,ALL,True,"University of California, San Francisco",OTHER,0,1,United States,1.0,0,0,1,0,0,3.0,0,0,0,0,1,5.932245187448011,large,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,,,,,0,0,0
NCT04261387,LUT014 for the Treatment of Radiation Induced Dermatitis in Breast Cancer Patients,"A Two-Part (Open-Label Followed by Randomized, Double-Blind, Placebo-Controlled) Phase 1/2 Study to Evaluate the Safety, Tolerability, and Efficacy of Topically Administered LUT014 for the Treatment of Radiation-Induced Dermatitis in Breast Cancer Patients",COMPLETED,2021-01-30,2022-07-15,2022-07-27,INTERVENTIONAL,PHASE1|PHASE2,28.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Radiation Dermatitis,LUT014 Gel|Placebo for LUT014 Gel,DRUG,2,4,18 Years,,FEMALE,False,Lutris Pharma Ltd.,INDUSTRY,0,2,United States,1.0,1,1,0,0,1,1.5,0,0,0,0,1,3.367295829986474,small,1,1,1,0,0,0,1,0,1,0,1,1,1,1,6,1,1,0,0,2,1,2021-01-30,2022-07-15,531.0,2021.0,1,3,1
NCT00276887,Cognitive Behavior Therapy for Somatization Disorder,Cognitive Behavior Therapy for Somatization Disorder,COMPLETED,1999-09,2004-04,2014-02-20,INTERVENTIONAL,PHASE2,84.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Somatoform Disorders,Cognitive Behavior Therapy|Psychiatric Consultation Letter,BEHAVIORAL,2,2,18 Years,70 Years,ALL,False,University of Medicine and Dentistry of New Jersey,OTHER,1,1,United States,1.0,0,1,0,0,0,2.0,0,0,0,0,1,4.442651256490317,medium,1,1,0,1,0,1,0,0,1,0,1,0,1,1,4,1,0,0,0,2,1,,,,,0,1,0
NCT00464087,Switching From Fondaparinux to Bivalirudin or Unfractionated Heparin in ACS Patients Undergoing PCI,Switching From Arixtra (Fondaparinux) to Angiomax (Bivalirudin) or Unfractionated Heparin in Patients With Acute Coronary Syndromes (ACS) Without ST-segment Elevation Undergoing Percutaneous Coronary Intervention (PCI): SWITCH III,COMPLETED,2007-06,2010-11,2013-08-01,INTERVENTIONAL,PHASE3,100.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Acute Coronary Syndromes,Switching from Fondaparinux to Bivalirudin or Unfractionated Heparin,DRUG,3,1,18 Years,,ALL,False,Medstar Health Research Institute,OTHER,1,7,Canada|United States,1.0,0,0,1,0,0,3.0,0,0,0,0,1,4.61512051684126,medium,0,1,0,1,0,1,1,1,1,0,1,0,1,1,4,1,1,0,0,1,0,,,,,0,1,0
NCT01113593,A Study Characterizing Pharmacodynamic Profiles in Subjects With Chronic Obstructive Pulmonary Disease,"A Randomized, Multiple-Dose, Crossover Study Characterizing the Pharmacodynamic Profiles of Formoterol Fumarate Inhalation Solution and Formoterol Dry Powder Inhaler in Subjects With Stable Chronic Obstructive Pulmonary Disease",COMPLETED,2010-05,,2013-05-27,INTERVENTIONAL,PHASE2,45.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,QUADRUPLE,Chronic Obstructive Pulmonary Disease (COPD),Formoterol Fumarate|Formoterol Fumarate|Formoterol Fumarate|Foradil Aerolizer|Foradil Aerolizer,DRUG,1,0,40 Years,,ALL,False,Dey,INDUSTRY,0,4,United States,1.0,0,1,0,0,0,2.0,0,0,0,0,1,3.828641396489095,small,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,5,1,,,,,0,1,0
NCT03795116,Light Emitting Diode-Red Light (LED-RL) Phototherapy for Skin Scarring Prevention,Light Emitting Diode-Red Light (LED-RL) Phototherapy for Skin Scarring Prevention,COMPLETED,2019-03-18,2020-10-26,2022-06-01,INTERVENTIONAL,PHASE2,30.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Fibrosis|Skin Scarring|Skin Wound|Hypertrophic Scar|Scar|Keloid,LED-RL phototherapy|Mock irradiation,DEVICE,2,10,,,ALL,True,State University of New York - Downstate Medical Center,OTHER,0,1,United States,1.0,0,1,0,0,0,2.0,0,0,0,0,6,3.4339872044851463,small,1,1,0,1,0,0,0,0,1,0,1,1,1,1,12,1,0,0,1,2,1,2019-03-18,2020-10-26,588.0,2019.0,1,3,1
NCT03081416,"""THINK Trial: Treatment of Headache With IntraNasal Ketamine: A Randomized Controlled Trial Evaluating the Efficacy of Intranasal Ketamine Versus Standard Therapy in the Management of Primary Headache Syndromes in the Emergency Department""","""THINK Trial: Treatment of Headache With IntraNasal Ketamine: A Randomized Controlled Trial Evaluating the Efficacy of Intranasal Ketamine Versus Standard Therapy in the Management of Primary Headache Syndromes in the Emergency Department""",COMPLETED,2016-05,2017-10,2018-01-18,INTERVENTIONAL,PHASE3,80.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Headache|Intranasal Ketamine,Ketamine|Normal saline|Metoclopramide|Ketorolac|Dexamethasone|Benadryl,DRUG,1,6,18 Years,65 Years,ALL,True,Brooke Army Medical Center,FED,0,1,United States,1.0,0,0,1,0,0,3.0,0,0,0,0,2,4.394449154672439,medium,1,1,0,0,0,0,0,0,1,0,1,0,1,1,7,1,1,0,0,6,1,,,,,0,3,1
NCT01652716,Efficacy and Safety of Exenatide Once Weekly Suspension in Subjects With Type 2 Diabetes,"A Randomized, Open-Label, Long-Term, Parallel-Group, Comparator-Controlled, Multicenter Study to Compare the Glycemic Effects, Safety, and Tolerability of Exenatide Once Weekly Suspension to Exenatide Twice Daily in Subjects With Type 2 Diabetes Mellitus",COMPLETED,2013-01,2014-08,2018-07-03,INTERVENTIONAL,PHASE3,377.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,"Diabetes Mellitus, Type 2",Exenatide once weekly suspension|Exenatide twice daily,DRUG,1,4,18 Years,,ALL,False,AstraZeneca,INDUSTRY,0,58,United States,1.0,0,0,1,0,0,3.0,0,0,0,0,1,5.934894195619588,large,0,1,1,0,1,0,1,0,1,0,1,0,1,1,5,1,1,0,0,2,1,,,,,0,1,0
NCT02394106,Ofatumumab in Children With Drug Resistant Idiopathic Nephrotic Syndrome,"Ofatumumab in Children With Steroid- and Calcineurin-inhibitor-resistant Nephrotic Syndrome: a Double-blind Randomized, Controlled, Superiority Trial",TERMINATED,2015-07,2019-06,2020-07-29,INTERVENTIONAL,PHASE2,13.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Nephrotic Syndrome,Ofatumumab|Placebo,DRUG|OTHER,1,3,2 Years,18 Years,ALL,False,Istituto Giannina Gaslini,OTHER,0,1,Italy,0.0,0,1,0,0,0,2.0,0,0,0,0,1,2.6390573296152584,small,1,1,0,1,0,0,0,0,0,1,1,1,1,1,4,1,1,0,0,2,1,,,,,0,1,0
NCT00002684,Combination Chemotherapy in Patients With Advanced Urinary Tract Cancer,"Phase II Trial of Paclitaxel, Cisplatin and Ifosfamide in Patients With Advanced Urothelial Tumors",COMPLETED,1995-05,2007-10,2013-07-03,INTERVENTIONAL,PHASE2,40.0,ESTIMATED,,,TREATMENT,,Bladder Cancer|Urethral Cancer,cisplatin|ifosfamide|paclitaxel,DRUG,1,0,18 Years,,ALL,False,Memorial Sloan Kettering Cancer Center,OTHER,0,1,United States,1.0,0,1,0,0,0,2.0,1,0,0,0,2,3.713572066704308,small,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,3,1,,,,,0,2,0
NCT06428084,Comparative Efficacy of Dexamethasone - Ondansetron Versus Dexamethasone - Haloperidol in Reducing PONV,Comparative Efficacy of Dexamethasone - Ondansetron Versus Dexamethasone - Haloperidol in Reducing Postoperative Nausea and Vomiting After Laparoscopic Cholecystectomy: A Randomized Controlled Trial,COMPLETED,2023-11-01,2024-02-28,2024-05-24,INTERVENTIONAL,PHASE2,38.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Laparoscopic Cholecystectomy,Ondansetron|Haloperidol,DRUG,1,0,18 Years,65 Years,ALL,False,Universitas Padjadjaran,OTHER,0,1,Indonesia,1.0,0,1,0,0,0,2.0,0,0,0,0,1,3.6635616461296463,small,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,2,1,2023-11-01,2024-02-28,119.0,2023.0,1,1,0
NCT00176384,Impact of Exercise Training on Exercise Capacity in Patients With Severe Chronic Heart Failure,Impact of Three Months of Aerobic Exercise Training on Exercise Capacity and Peripheral Maladaptations in Patients With Severe Chronic Heart Failure (NYHA III b),COMPLETED,2003-03,2006-12,2007-08-01,INTERVENTIONAL,PHASE2,36.0,,RANDOMIZED,SINGLE_GROUP,,NONE,Heart Failure,Aerobic endurance exercise training (ergometer),BEHAVIORAL,1,3,18 Years,75 Years,MALE,False,University of Leipzig,OTHER,1,1,Germany,1.0,0,1,0,0,0,2.0,0,0,0,1,1,3.6109179126442243,small,1,0,0,1,0,1,0,0,0,1,1,0,0,0,4,1,0,0,0,1,0,,,,,0,0,0
NCT00207233,Use of MCT Oil for Enhancement of Weight Loss and Glycemic Control in Obese Diabetic Patients,Use of MCT Oil for Enhancement of Weight Loss and Glycemic Control in Obese Diabetic Patients 2002-292G,COMPLETED,2004-07,2009-07,2011-01-25,INTERVENTIONAL,PHASE1|PHASE2,42.0,ESTIMATED,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Obesity|Type 2 Diabetes Mellitus,MCT oil hypocaloric liquid diet|LCT hypocaloric liquid diet|Subcutaneous abdominal adipose tissue biopsy,PROCEDURE|BEHAVIORAL,4,0,18 Years,65 Years,ALL,False,Boston Medical Center,OTHER,0,1,United States,1.0,1,1,0,0,1,1.5,0,0,0,0,2,3.7612001156935624,small,1,0,0,1,0,0,0,0,1,0,1,1,1,1,4,0,0,0,0,3,1,,,,,0,3,1
NCT00286377,Safety and Efficacy Study of Prosaptide to Treat Neuropathic Pain in HIV-Positive Patients,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter, Dose Ranging Study to Evaluate the Efficacy and Safety of Prosaptide Over 6 Weeks of Treatment for the Relief of Neuropathic Pain Associated With HIV-1",TERMINATED,2003-09,2004-12,2006-02-03,INTERVENTIONAL,PHASE2,350.0,,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,HIV|Peripheral Nervous System Disorders,prosaptide,DRUG,1,2,18 Years,,ALL,False,Savient Pharmaceuticals,INDUSTRY,1,0,,0.0,0,1,0,0,0,2.0,0,0,0,0,2,5.860786223465865,large,0,0,1,0,0,1,0,0,0,0,1,1,1,1,3,1,1,0,0,1,0,,,,,0,1,0
NCT01052077,Study of the Safety and Efficacy of OPC-34712 as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder,"A Phase 2, Multicenter, Randomized, Double-blind, Placebo-controlled Study of the Safety and Efficacy of OPDC-34712 (1 to 3 mg/Day) as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder.",COMPLETED,2010-03,2011-11,2015-11-02,INTERVENTIONAL,PHASE2,773.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Major Depressive Disorder,OPC-34712|Placebo|ADT,DRUG,1,9,18 Years,65 Years,ALL,False,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,0,43,United States,1.0,0,1,0,0,0,2.0,0,0,0,0,1,6.651571873589727,xlarge,0,1,1,0,0,0,1,0,1,0,1,1,1,1,10,1,1,0,0,3,1,,,,,0,2,0
NCT00767975,"Active Screening of Latent TB Infection, Treatment and Long Term Follow-up in Prison","Active Screening of Latent TB Infection, Treatment and Long Term Follow-up in Prison",COMPLETED,2008-01,2010-11,2010-11-29,INTERVENTIONAL,PHASE3,2384.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Tuberculosis,"isoniazid , randomized, open label|rifampin, randomized, open label",DRUG,1,1,,,MALE,False,National Taiwan University Hospital,OTHER,0,1,Taiwan,1.0,0,0,1,0,0,3.0,0,0,0,0,1,7.776954403322442,xlarge,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,2,1,,,,,0,1,0
NCT04856475,Evaluation of Neratinib for Treatment and Prevention of Subsequent CNS Event(s) in Patients With Brain Metastasis of Advanced HER2 Positive Breast Cancer,An Open Label Phase II Study to Evaluate Neratinib for Treatment and Prevention of Subsequent CNS Event(s) in Patients With Brain Metastasis of Advanced HER2 Positive Breast Cancer,WITHDRAWN,2021-11-24,2021-11-24,2022-03-02,INTERVENTIONAL,PHASE2,0.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,NONE,Breast Cancer|Brain Metastases,Neratinib,DRUG,3,15,18 Years,,FEMALE,False,Jules Bordet Institute,OTHER,0,0,,0.0,0,1,0,0,0,2.0,1,0,0,0,2,0.0,,1,1,0,1,0,0,0,0,0,0,0,0,1,1,18,1,1,0,0,1,0,2021-11-24,2021-11-24,0.0,2021.0,1,2,0
NCT01072175,"Investigate Safety, Pharmacokinetics and Pharmacodynamics of GSK2118436 & GSK1120212","An Open-Label, Dose-Escalation, Phase I/II Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics and Clinical Activity of the BRAF Inhibitor GSK2118436 in Combination With the MEK Inhibitor GSK1120212 in Subjects With BRAF Mutant Metastatic Melanoma",COMPLETED,2010-03-26,2018-02-27,2019-07-05,INTERVENTIONAL,PHASE2,430.0,ACTUAL,NON_RANDOMIZED,,TREATMENT,NONE,Cancer,GSK2118436|GSK1120212,DRUG,30,27,18 Years,,ALL,False,Novartis Pharmaceuticals,INDUSTRY,0,15,Australia|United States,1.0,0,1,0,0,0,2.0,1,0,0,0,1,6.066108090103747,large,0,1,1,0,1,0,1,1,1,0,0,0,1,0,57,1,1,0,0,2,1,2010-03-26,2018-02-27,2895.0,2010.0,0,3,1
