nct_id,brief_title,official_title,overall_status,start_date,completion_date,last_update,study_type,phase,enrollment,enrollment_type,allocation,intervention_model,primary_purpose,masking,condition,intervention_name,intervention_type,primary_outcome_count,secondary_outcome_count,min_age,max_age,sex,healthy_volunteers,lead_sponsor_name,lead_sponsor_class,collaborator_count,location_count,countries,trial_success,is_phase1,is_phase2,is_phase3,is_phase4,is_combined_phase,phase_numeric,is_oncology,is_autoimmune,is_cns,is_cardiovascular,condition_count,log_enrollment,enrollment_size,is_small_trial,is_actual_enrollment,is_industry_sponsor,is_academic_sponsor,is_big_pharma,has_collaborators,is_multisite,is_international,is_us_trial,is_europe_trial,is_randomized,is_blinded,is_treatment_purpose,is_parallel,total_outcome_count,has_secondary_outcomes,is_drug,is_biological,is_device,intervention_count,has_multiple_interventions,start_date_dt,completion_date_dt,study_duration_days,start_year,is_recent_trial,complexity_score,is_complex_trial
NCT00421655,A Trial of Grazax in Subjects With Hayfever,A Phase III Trial Assessing the Efficacy and Safety of Grazax in Subjects With Seasonal Grass Pollen Induced Rhinoconjunctivitis With or Without Asthma,COMPLETED,2006-12,2007-10,2015-06-24,INTERVENTIONAL,PHASE3,329.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Allergy,Grazax,DRUG,1,0,18 Years,65 Years,ALL,False,ALK-Abelló A/S,INDUSTRY,0,1,United States,1.0,0,0,1,0,0,3.0,0,0,0,0,1,5.799092654460526,large,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,2006-12-01,2007-10-01,304.0,2006.0,0,0,0
NCT04449926,BCG and Plasma Amyloid in Non-Demented Adults,BCG and Plasma Amyloid in Non-Demented Adults,COMPLETED,2020-11-09,2021-12-05,2021-12-23,INTERVENTIONAL,PHASE2,49.0,ACTUAL,,SINGLE_GROUP,PREVENTION,NONE,"Alzheimer Disease, Late Onset",Bacillus of Calmette and Guerin (BCG),BIOLOGICAL,1,1,50 Years,80 Years,ALL,True,"Mindful Diagnostics and Therapeutics, LLC",INDUSTRY,0,1,United States,1.0,0,1,0,0,0,2.0,0,0,1,0,1,3.912023005428146,small,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,,,,,0,0,0
NCT00536926,Telecommunication Via Cell Phones During Post-Operative Treatment After Lung Transplantation,"Telecommunication Via Cell Phones During Post-Operative Treatment After Lung Transplantation - an Open, Randomised Trial",COMPLETED,2007-07,2009-07,2011-07-20,INTERVENTIONAL,PHASE3,56.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,NONE,Lung Transplantation,Home spirometry with data transfer via cell phone|Home spirometer with BT-cellphone|Home spirometer w/o BT,DEVICE,1,1,18 Years,,ALL,False,Hannover Medical School,OTHER,1,1,Germany,1.0,0,0,1,0,0,3.0,0,0,0,0,1,4.04305126783455,medium,1,1,0,1,0,1,0,0,0,1,1,0,0,1,2,1,0,0,1,3,1,2007-07-01,2009-07-01,731.0,2007.0,0,1,0
NCT01475578,Study of STA-1 Capsule in Patients With Vascular Dementia (Marrow-Sea Deficiency),"A Randomized, Double-Blind, Double-Dummy, Active-Controlled, Parallel, Comparative, Multicenter, Phase II Study to Evaluate the Efficacy and Safety of STA-1 Capsule in Patients With Vascular Dementia (Marrow-Sea Deficiency)",COMPLETED,2002-03,2002-10,2011-11-21,INTERVENTIONAL,PHASE2,240.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Vascular Dementia,STA-1|Ergoloid Mesylates tablet,DRUG,3,1,45 Years,80 Years,ALL,False,"Sinphar Pharmaceutical Co., Ltd",OTHER,0,5,China,1.0,0,1,0,0,0,2.0,0,0,0,0,1,5.484796933490655,large,0,1,0,1,0,0,1,0,0,0,1,1,1,1,4,1,1,0,0,2,1,2002-03-01,2002-10-01,214.0,2002.0,0,1,0
NCT05013385,A Study to Test Whether Spesolimab Helps People With Crohn's Disease Who Have Symptoms of Bowel Obstruction,"Multi-center, Double-blind, Randomized, Placebo-controlled, Phase IIa Trial to Evaluate Spesolimab (BI 655130) Efficacy in Patients With Fibrostenotic Crohn's Disease",TERMINATED,2021-11-09,2022-05-31,2025-02-24,INTERVENTIONAL,PHASE2,5.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Fibrostenotic Crohn´s Disease,Spesolimab|Placebo,DRUG,2,2,18 Years,75 Years,ALL,False,Boehringer Ingelheim,INDUSTRY,0,4,Canada|Japan|Sweden|United States,0.0,0,1,0,0,0,2.0,0,1,0,0,1,1.791759469228055,small,1,1,1,0,0,0,1,1,1,0,1,1,1,1,4,1,1,0,0,2,1,,,,,0,2,0
NCT06732635,Enhanced Recovery After Surgery (ERAS) for Laparoscopic Hysterectomy at Low Risk Endometrial Cancer,Enhanced Recovery After Surgery (ERAS) for Laparoscopic Hysterectomy at Low Risk Endometrial Cancer: A Randomized Controlled Trial,COMPLETED,2019-06-01,2022-03-01,2024-12-13,INTERVENTIONAL,PHASE3,68.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Endometrial Cancer,Enhanced recovery after surgery (ERAS),PROCEDURE,3,0,18 Years,,FEMALE,False,Fundacion para la Formacion e Investigacion Sanitarias de la Region de Murcia,OTHER,0,1,Spain,1.0,0,0,1,0,0,3.0,1,0,0,0,1,4.23410650459726,medium,1,1,0,1,0,0,0,0,0,1,1,0,1,1,3,0,0,0,0,1,0,,,,,0,0,0
NCT02212535,Assessment of Tolerance of Mobilizing Peripheral Hematopoietic Stem Cells by Plerixafor in Sickle Cell Patients,Open Study of Phase I / II Evaluating Tolerance and Efficacy of Mobilization and Collection of Peripheral Hematopoietic Stem Cells Device After a Single Injection of 0.24mg/kg of Plerixafor in Sickle Cell Patients,COMPLETED,2016-01-15,2017-09-27,2025-09-05,INTERVENTIONAL,PHASE1|PHASE2,3.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Major Sickle Cell Syndrome of Type SS or Sβ Thalassemia,Plerixafor,DRUG,1,2,18 Years,,ALL,False,Assistance Publique - Hôpitaux de Paris,OTHER,1,1,France,1.0,1,1,0,0,1,1.5,0,0,0,0,1,1.3862943611198906,small,1,1,0,1,0,1,0,0,0,1,0,0,1,0,3,1,1,0,0,1,0,,,,,0,1,0
NCT01708876,P. Knowlesi Trial of Artesunate-mefloquine Versus Chloroquine,"Artesunate-mefloquine vs Chloroquine in Patients With Acute Uncomplicated P. Knowlesi and P. Vivax Malaria: a Randomized Open Label Trial in Sabah, Malaysia",COMPLETED,2012-10,2014-12,2015-04-09,INTERVENTIONAL,PHASE3,250.0,ESTIMATED,RANDOMIZED,PARALLEL,TREATMENT,NONE,Uncomplicated Plasmodium Knowlesi Malaria,Artesunate-mefloquine|Chloroquine|Primaquine,DRUG,1,6,1 Year,,ALL,False,Menzies School of Health Research,OTHER,1,3,Malaysia,1.0,0,0,1,0,0,3.0,0,0,0,0,1,5.5254529391317835,large,0,0,0,1,0,1,1,0,0,0,1,0,1,1,7,1,1,0,0,3,1,2012-10-01,2014-12-01,791.0,2012.0,0,2,0
NCT01646476,Covered Versus Uncovered Self-expandable Metallic Stents for Malignant Gastric Outlet Obstruction,"Comparison of Efficacy of Covered Versus Uncovered Self-expandable Metallic Stents for Treatment of Malignant Gastric Outlet Obstruction: a Prospective, Randomized Study",COMPLETED,2012-07,2014-12,2017-03-01,INTERVENTIONAL,PHASE3,102.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Gastric Outlet Obstruction Due to Gastric Adenocarcinoma,"Covered stent (Bona stent pyloric/duodenal covered) insertion|Uncovered stent (Bona stent, pyloric/duodenal) insertion",DEVICE,1,1,20 Years,80 Years,ALL,False,Samsung Medical Center,OTHER,0,1,South Korea,1.0,0,0,1,0,0,3.0,1,0,0,0,1,4.634728988229636,medium,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,2,1,2012-07-01,2014-12-01,883.0,2012.0,0,1,0
NCT00002476,Radiation Therapy With or Without Chemotherapy in Treating Patients With Advanced Head and Neck Cancer,Phase III Randomized Study of Radiotherapy Alone vs With Concurrent Chemotherapy With MTX or VBMF (VCR/BLEO/MTX/5-FU) vs Subsequent Chemotherapy vs Concurrent and Subsequent Chemotherapy in Patients With Advanced Head and Neck Cancer,COMPLETED,1990-01,2010-01,2013-08-02,INTERVENTIONAL,PHASE3,,,,,TREATMENT,,Head and Neck Cancer,bleomycin sulfate|fluorouracil|leucovorin calcium|methotrexate|vincristine sulfate|low-LET cobalt-60 gamma ray therapy|low-LET photon therapy|radiation therapy,DRUG|BIOLOGICAL|RADIATION,0,0,18 Years,,ALL,False,Cancer Research UK,OTHER,0,7,United Kingdom|India,1.0,0,0,1,0,0,3.0,1,0,0,0,1,0.0,,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,8,1,1990-01-01,2010-01-01,7305.0,1990.0,0,2,0
NCT01625117,Mental Health and Aggression in Congolese Ex-combatants,,COMPLETED,2011-05,2012-09,2013-06-26,INTERVENTIONAL,PHASE2,38.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Appetitive Aggression|Posttraumatic Stress Disorder,A variant of Narrative Exposure Therapy,BEHAVIORAL,2,2,16 Years,35 Years,MALE,False,University of Konstanz,OTHER,1,1,Republic of the Congo,1.0,0,1,0,0,0,2.0,0,0,0,0,2,3.6635616461296463,small,1,1,0,1,0,1,0,0,0,0,1,0,1,1,4,1,0,0,0,1,0,2011-05-01,2012-09-01,489.0,2011.0,0,1,0
NCT02017717,A Study of the Effectiveness and Safety of Nivolumab Compared to Bevacizumab and of Nivolumab With or Without Ipilimumab in Glioblastoma Patients,A Randomized Phase 3 Open Label Study of Nivolumab Versus Bevacizumab and Multiple Phase 1 Safety Cohorts of Nivolumab or Nivolumab in Combination With Ipilimumab Across Different Lines of Glioblastoma,COMPLETED,2014-02-07,2024-06-21,2025-04-04,INTERVENTIONAL,PHASE3,529.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Recurrent Glioblastoma,Nivolumab|Bevacizumab|Ipilimumab,BIOLOGICAL,6,4,18 Years,,ALL,False,Bristol-Myers Squibb,INDUSTRY,0,112,Italy|Belgium|Netherlands|United States|Germany|Spain|Australia|United Kingdom|Poland|Switzerland|Denmark|France,1.0,0,0,1,0,0,3.0,0,0,0,0,1,6.272877006546167,xlarge,0,1,1,0,1,0,1,1,1,1,1,0,1,1,10,1,0,1,0,3,1,,,,,0,3,1
NCT01818440,Fluoroscopy or 3-D Roadmap Imaging Software for Liver Tumor Treatment,Prospective Randomized Trial Comparing Navigation With 3D Roadmap vs. Conventional Angiography During Transarterial Embolization,COMPLETED,2013-03-21,2018-08-22,2018-08-31,INTERVENTIONAL,PHASE2,28.0,ACTUAL,RANDOMIZED,PARALLEL,DIAGNOSTIC,NONE,Image-Guided Surgery,3D Roadmap software|Fluoroscopy,OTHER,1,0,18 Years,99 Years,ALL,False,National Institutes of Health Clinical Center (CC),NIH,0,1,United States,1.0,0,1,0,0,0,2.0,0,0,0,0,1,3.367295829986474,small,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,1,,,,,0,1,0
NCT02504489,Docetaxel + Plinabulin Compared to Docetaxel + Placebo in Patients With Advanced NSCLC,Randomized Blinded Phase III Assessment of Second or Third-Line Chemotherapy With Docetaxel + Plinabulin Compared to Docetaxel + Placebo in Patients With Advanced Non-Small Cell Lung Cancer and With at Least One Measurable Lung Lesion,COMPLETED,2015-12,2021-05-23,2022-09-10,INTERVENTIONAL,PHASE3,559.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Non-Small Cell Lung Cancer,Docetaxel + Plinabulin (DP)|Docetaxel (D),DRUG,1,13,18 Years,,ALL,False,BeyondSpring Pharmaceuticals Inc.,INDUSTRY,0,57,China|Australia|United States,1.0,0,0,1,0,0,3.0,1,0,0,0,1,6.327936783729195,xlarge,0,1,1,0,0,0,1,1,1,0,1,0,1,1,14,1,1,0,0,2,1,2015-12-01,,,2015.0,1,3,1
NCT01481350,Sildenafil for Post-capillary Pulmonary Hypertension in Patients Undergoing Cardiac Surgery,Phase 2 Use of Sildenafil for the Treatment of Post-capillary Hypertension in Patients Undergoing Cardiac Surgery,COMPLETED,2012-02,2013-12,2014-12-09,INTERVENTIONAL,PHASE2,20.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Pulmonary Hypertension,sildenafil,DRUG,1,1,18 Years,,ALL,False,"University of Turin, Italy",OTHER,0,1,Italy,1.0,0,1,0,0,0,2.0,0,0,0,1,1,3.044522437723423,small,1,1,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,1,0,2012-02-01,2013-12-01,669.0,2012.0,0,0,0
NCT02556450,Bioprofiling Response to Mineralocorticoid Receptor Antagonists for the Prevention of Heart Failure,"Bioprofiling Response to Mineralocorticoid Receptor Antagonists for the Prevention of Heart Failure. A Proof of Concept Clinical Trial Within the EU FP 7 (European Union FP7) ""HOMAGE"" Programme "" Heart OMics in AGing """,COMPLETED,2016-01,2019-01-31,2022-03-08,INTERVENTIONAL,PHASE2,528.0,ACTUAL,RANDOMIZED,PARALLEL,OTHER,SINGLE,Heart Failure,Spironolacton,DRUG,1,10,60 Years,,ALL,False,ACS Biomarker,OTHER,2,9,Italy|Netherlands|Germany|United Kingdom|France|Ireland,1.0,0,1,0,0,0,2.0,0,0,0,1,1,6.270988431858299,xlarge,0,1,0,1,0,1,1,1,0,1,1,0,0,1,11,1,1,0,0,1,0,2016-01-01,,,2016.0,1,2,0
NCT02553889,"A Study of Safety, PK, & PD of ISIS 416858 Administered Subcutaneously to Patients With End-Stage Renal Disease on Hemodialysis","A Phase 2, Randomized, Double Blind, Placebo Controlled Study of the Safety, PK, and PD of Multiple Doses of ISIS 416858 (ISIS-FXI RX), Administered Subcutaneously to Patients With End-Stage Renal Disease on Hemodialysis",COMPLETED,2015-10,2016-11,2016-12-13,INTERVENTIONAL,PHASE2,49.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,QUADRUPLE,End-stage Renal Disease (ESRD),ISIS 416858|Placebo,DRUG,1,6,18 Years,80 Years,ALL,False,"Ionis Pharmaceuticals, Inc.",INDUSTRY,1,8,Canada,1.0,0,1,0,0,0,2.0,0,0,0,0,1,3.912023005428146,small,1,1,1,0,0,1,1,0,0,0,1,1,0,1,7,1,1,0,0,2,1,2015-10-01,2016-11-01,397.0,2015.0,1,2,0
NCT01999868,Efficacy of Ustekinumab Followed by Abatacept for the Treatment of Psoriasis Vulgaris,Efficacy of Ustekinumab (Anti-IL-12/23) Followed by Abatacept (CTLA4-Ig) for the Treatment of Psoriasis Vulgaris (ITN059AI),COMPLETED,2014-03-19,2018-03-01,2019-01-15,INTERVENTIONAL,PHASE2,108.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Psoriasis,Ustekinumab|Abatacept|UST Placebo|ABA Placebo,DRUG|BIOLOGICAL,1,10,18 Years,65 Years,ALL,False,National Institute of Allergy and Infectious Diseases (NIAID),NIH,1,10,Canada|United States,1.0,0,1,0,0,0,2.0,0,1,0,0,1,4.6913478822291435,medium,0,1,0,1,0,1,1,1,1,0,1,1,1,1,11,1,1,1,0,4,1,,,,,0,3,1
NCT00092768,A Study of MK0663 and an Approved Drug in the Treatment of Osteoarthritis (0663-076)(COMPLETED),"A 26-Week, Randomized, Placebo- and Active-Comparator-Controlled, Parallel-Group, Double-Blind, 2-Part Study to Assess the Safety and Efficacy of Etoricoxib 30 mg Versus Celecoxib 200 mg in Patients With Osteoarthritis (Study 1)",COMPLETED,2004-03-01,2005-02-01,2024-08-15,INTERVENTIONAL,PHASE3,500.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Osteoarthritis,"MK0663, etoricoxib|Comparator: celecoxib",DRUG,1,1,40 Years,,ALL,False,Organon and Co,INDUSTRY,0,0,,1.0,0,0,1,0,0,3.0,0,1,0,0,1,6.2166061010848646,large,0,1,1,0,0,0,0,0,0,0,1,1,1,1,2,1,1,0,0,2,1,,,,,0,1,0
NCT00668668,Dermatological Evaluation of Topic Compatibility-Dermacyd Tina Gel Sweet Flower,"Study for Dermatological Evaluation of Topic Compatibility (Primary and Accumulated Dermical Irritability, Dermical Sensitivity) of Dermacyd Tina Gel Sweet Flower.",COMPLETED,2007-12,,2009-01-29,INTERVENTIONAL,PHASE3,52.0,ACTUAL,NON_RANDOMIZED,SINGLE_GROUP,SUPPORTIVE_CARE,NONE,Hygiene,Lactic acid (Dermacid),DRUG,1,0,18 Years,60 Years,FEMALE,True,Sanofi,INDUSTRY,0,1,Brazil,1.0,0,0,1,0,0,3.0,0,0,0,0,1,3.970291913552122,medium,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2007-12-01,,,2007.0,0,0,0
NCT05695950,A Study Evaluating the Effects of GLPG3667 Given as Oral Treatment for up to 24 Weeks in Adults With Dermatomyositis,"A Randomized, Double-blind, Placebo-controlled, Multi-center Study to Evaluate the Efficacy, Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Orally Administered GLPG3667 Once Daily for 24 Weeks in Adult Subjects With Dermatomyositis",ACTIVE_NOT_RECRUITING,2023-02-27,2026-04,2025-12-23,INTERVENTIONAL,PHASE2,40.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Dermatomyositis,GLPG3667|Placebo,DRUG,1,8,18 Years,75 Years,ALL,False,Galapagos NV,INDUSTRY,0,54,Italy|Belgium|Argentina|United States|Croatia|Germany|Romania|Spain|United Kingdom|Chile|Poland|Mexico|Czechia|Colombia|France,,0,1,0,0,0,2.0,0,0,0,0,1,3.713572066704308,small,1,1,1,0,0,0,1,1,1,1,1,1,1,1,9,1,1,0,0,2,1,,2026-04-01,,,0,3,1
NCT03737474,A Long-Term Study of Brexpiprazole in Patients With Major Depressive Disorder,"A Multi-center, Open-label Trial to Assess the Long-term Safety and Efficacy of Brexpiprazole as Adjunctive Therapy in Patients With Major Depressive Disorder",COMPLETED,2018-10-04,2021-04-13,2024-04-29,INTERVENTIONAL,PHASE3,248.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Major Depressive Disorder,Brexpiprazole,DRUG,1,5,20 Years,,ALL,False,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,0,1,Japan,1.0,0,0,1,0,0,3.0,0,0,0,0,1,5.517452896464707,large,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,1,0,,,,,0,1,0
NCT01270074,Prevention of Bronchiectasis in Infants With Cystic Fibrosis,A Phase 3 Multi-centre Randomised Placebo-controlled Study of Azithromycin in the Primary Prevention of Radiologically-defined Bronchiectasis in Infants With Cystic Fibrosis.,COMPLETED,2012-04,2021-03,2021-09-16,INTERVENTIONAL,PHASE3,130.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,QUADRUPLE,Cystic Fibrosis|Bronchiectasis,Azithromycin|Placebo control,DRUG,2,9,6 Weeks,6 Months,ALL,False,The University of Queensland,OTHER,1,10,Australia|New Zealand,1.0,0,0,1,0,0,3.0,0,0,0,0,2,4.875197323201151,medium,0,1,0,1,0,1,1,1,0,0,1,1,0,1,11,1,1,0,0,2,1,2012-04-01,2021-03-01,3256.0,2012.0,0,4,1
NCT06038474,Descartes-08 for Patients With Systemic Lupus Erythematosus,Descartes-08 for Patients With Systemic Lupus Erythematosus,ACTIVE_NOT_RECRUITING,2024-02-12,2026-11-01,2025-11-24,INTERVENTIONAL,PHASE2,6.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Systemic Lupus Erythematosus (SLE),Descartes-08,DRUG,1,4,18 Years,,ALL,False,Cartesian Therapeutics,INDUSTRY,0,1,United States,,0,1,0,0,0,2.0,0,1,0,0,1,1.9459101490553132,small,1,1,1,0,0,0,0,0,1,0,0,0,1,0,5,1,1,0,0,1,0,,,,,0,0,0
NCT04326790,The GReek Study in the Effects of Colchicine in Covid-19 cOmplications Prevention,The GReek Study in the Effects of Colchicine in Covid-19 cOmplications Prevention,TERMINATED,2020-04-03,2020-04-27,2021-04-06,INTERVENTIONAL,PHASE2,105.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Corona Virus Disease 19 (Covid 19),Colchicine|Standard treatment,DRUG,2,0,18 Years,,ALL,False,National and Kapodistrian University of Athens,OTHER,0,1,Greece,0.0,0,1,0,0,0,2.0,0,0,0,0,1,4.663439094112067,medium,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,2,1,,,,,0,1,0
NCT01969890,STem cElls Mobilization in Acute Myocardial Infarction Outcome Trial,Phase III Study on STem cElls Mobilization in Acute Myocardial Infarction,TERMINATED,2013-10,2018-05,2021-02-03,INTERVENTIONAL,PHASE3,532.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Anterior Acute Myocardial Infarction|Left Ventricular Systolic Dysfunction,G-CSF administration,DRUG,1,1,18 Years,75 Years,ALL,False,Heart Care Foundation,OTHER,2,53,Italy,0.0,0,0,1,0,0,3.0,0,0,0,1,2,6.278521424165844,xlarge,0,1,0,1,0,1,1,0,0,1,1,0,1,1,2,1,1,0,0,1,0,2013-10-01,2018-05-01,1673.0,2013.0,0,1,0
NCT01620190,Paclitaxel Albumin-Stabilized Nanoparticle Formulation in Treating Patients With Previously Treated Advanced Non-small Cell Lung Cancer,A Phase II Study of Weekly Abraxane for Patients With Advanced NSCLC With EGFR Mutations or With Durable Response to an EGFR Tyrosine Kinase Inhibitor Following Front Line Therapy With EGFR Tyrosine Kinase Inhibitors,COMPLETED,2012-12-02,2019-04-29,2021-07-16,INTERVENTIONAL,PHASE2,26.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Recurrent Non-Small Cell Lung Carcinoma|Stage IV Non-Small Cell Lung Cancer,Laboratory Biomarker Analysis|Paclitaxel Albumin-Stabilized Nanoparticle Formulation,DRUG|OTHER,1,4,18 Years,,ALL,False,University of Washington,OTHER,2,12,United States,1.0,0,1,0,0,0,2.0,1,0,0,0,2,3.295836866004329,small,1,1,0,1,0,1,1,0,1,0,0,0,1,0,5,1,1,0,0,2,1,,,,,0,2,0
NCT04062890,Inhibiting GABA Transaminase to Relieve Obesity Induced Hyperinsulinemia and Insulin Resistance,Inhibiting GABA Transaminase to Relieve Obesity Induced Hyperinsulinemia and Insulin Resistance,WITHDRAWN,2030-04-15,2030-12-30,2025-07-30,INTERVENTIONAL,PHASE2,0.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Hyperinsulinism|Insulin Resistance|Insulin Sensitivity|Glucose Intolerance|Hypertension,Vigabatrin Pill|Placebo oral tablet,DRUG,4,0,18 Years,60 Years,ALL,False,University of Arizona,OTHER,1,0,,0.0,0,1,0,0,0,2.0,0,0,0,1,5,0.0,,1,1,0,1,0,1,0,0,0,0,1,1,1,1,4,0,1,0,0,2,1,,,,,0,2,0
NCT03064490,"Pembrolizumab, Radiotherapy, and Chemotherapy in Neoadjuvant Treatment of Malignant Esophago-gastric Diseases (PROCEED)","Pembrolizumab, Radiotherapy, and Chemotherapy in Neoadjuvant Treatment of Malignant Esophago-gastric Diseases (PROCEED)",COMPLETED,2017-10-17,2023-11-22,2025-04-10,INTERVENTIONAL,PHASE2,35.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Locally Advanced Esophageal and Gastric Cancers (EGC),Pembrolizumab,DRUG,1,1,18 Years,,ALL,False,Duke University,OTHER,0,1,United States,1.0,0,1,0,0,0,2.0,1,0,0,0,1,3.58351893845611,small,1,1,0,1,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,1,0,,,,,0,0,0
NCT02947490,Effectiveness of Self-monitoring and Treatment of Blood Pressure Following Stroke or Transient Ischaemic Attack,Trial of the Effectiveness and Cost Effectiveness of Self-monitoring and Treatment of Blood Pressure in Secondary Prevention Following Stroke or Transient Ischaemic Attack (TIA),COMPLETED,2013-09,2016-10,2016-10-28,INTERVENTIONAL,PHASE3,165.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Stroke,Self BP measurement|Standard Care|Standard BP management|Treatment,OTHER,1,0,18 Years,,ALL,False,University of East Anglia,OTHER,0,1,United Kingdom,1.0,0,0,1,0,0,3.0,0,0,0,0,1,5.111987788356544,medium,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,4,1,2013-09-01,2016-10-01,1126.0,2013.0,0,1,0
NCT03792490,Inhibition of Rho Kinase (ROCK) With Fasudil as Disease-modifying Treatment for ALS,Inhibition of Rho Kinase (ROCK) With Fasudil as Disease-modifying Treatment for ALS,COMPLETED,2019-02-20,2023-11-01,2023-11-30,INTERVENTIONAL,PHASE2,120.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Amyotrophic Lateral Sclerosis,Fasudil|Placebo,DRUG,1,7,18 Years,,ALL,False,University Medical Center Goettingen,OTHER,0,15,Germany|Switzerland|France,1.0,0,1,0,0,0,2.0,0,0,0,0,1,4.795790545596741,medium,0,1,0,1,0,0,1,1,0,1,1,1,1,1,8,1,1,0,0,2,1,,,,,0,3,1
NCT04579510,Immunogenicity nOPV2 With and Without bOPV,Immunogenicity of Novel Monovalent Oral Poliovirus Vaccine Type 2 (nOPV2) With and Without Bivalent OPV,COMPLETED,2021-02-08,2021-12-23,2024-10-04,INTERVENTIONAL,PHASE2,795.0,ACTUAL,RANDOMIZED,PARALLEL,OTHER,NONE,Poliomyelitis,Novel monovalent oral poliovirus vaccine type 2 (nOPV2)|Bivalent oral poliovirus vaccine (bOPV),BIOLOGICAL,1,3,42 Days,48 Days,ALL,True,Centers for Disease Control and Prevention,FED,1,1,Bangladesh,1.0,0,1,0,0,0,2.0,0,0,0,0,1,6.679599185844383,xlarge,0,1,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,1,0,2,1,,,,,0,1,0
NCT01112813,The Neurotrophic Effects of Lithium Carbonate Following Stroke: A Feasibility Study,The Neurotrophic Effects of Lithium Carbonate Following Stroke: A Feasibility Study,COMPLETED,2010-04,2017-07-25,2024-01-31,INTERVENTIONAL,PHASE3,12.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Stroke,Lithium Carbonate,DRUG,1,3,40 Years,,ALL,False,Sunnybrook Health Sciences Centre,OTHER,0,1,Canada,1.0,0,0,1,0,0,3.0,0,0,0,0,1,2.5649493574615367,small,1,1,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,1,0,2010-04-01,,,2010.0,0,0,0
NCT00717860,A Clinical Study of MK0991 (Caspofungin) in Japanese Patients With Deep-seated Candida or Aspergillus Infections (0991-062)(COMPLETED),"A Multicenter, Double-Blind, Comparative Study of MK0991 (Caspofungin) Versus Micafungin in Adult Japanese Patients With Deep-seated Candida or Aspergillus Infections",COMPLETED,2008-08,2010-07,2017-03-23,INTERVENTIONAL,PHASE3,121.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Fungal Infection,caspofungin acetate|Comparator: Micafungin sodium,DRUG,1,2,20 Years,,ALL,False,Merck Sharp & Dohme LLC,INDUSTRY,0,0,,1.0,0,0,1,0,0,3.0,0,0,0,0,1,4.804021044733257,medium,0,1,1,0,1,0,0,0,0,0,1,1,1,1,3,1,1,0,0,2,1,2008-08-01,2010-07-01,699.0,2008.0,0,1,0
