nct_id,brief_title,official_title,overall_status,start_date,completion_date,last_update,study_type,phase,enrollment,enrollment_type,allocation,intervention_model,primary_purpose,masking,condition,intervention_name,intervention_type,primary_outcome_count,secondary_outcome_count,min_age,max_age,sex,healthy_volunteers,lead_sponsor_name,lead_sponsor_class,collaborator_count,location_count,countries
NCT04601857,Futibatinib and Pembrolizumab Combination in the Treatment of Advanced or Metastatic Urothelial Carcinoma,A Phase 2 Study Evaluating Futibatinib (TAS 120) Plus Pembrolizumab in the Treatment of Advanced or Metastatic Urothelial Carcinoma,TERMINATED,2021-01-07,2025-09-16,2025-12-31,INTERVENTIONAL,PHASE2,43.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,NONE,Advanced and Metastatic Urothelial Cancer,Futibatinib|Pembrolizumab,DRUG,1,5,18 Years,,ALL,False,"Taiho Oncology, Inc.",INDUSTRY,1,18,Spain|United States|France
NCT05746481,Tiragolumab and Atezolizumab in Patients With Non-squamous Non-small Cell Lung Cancer (NSCLC) and Untreated Brain Metastases,A Phase II Clinical Trial of Tiragolumab in Combination With Atezolizumab in Patients With Non-small Cell Lung Cancer (NSCLC) and Untreated Brain Metastases.,TERMINATED,2023-08-10,2025-11-08,2026-01-22,INTERVENTIONAL,PHASE2,3.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Non-small Cell Lung Cancer,Tiragolumab|Atezolizumab|Pemetrexed|Carboplatin,DRUG,1,10,18 Years,,ALL,False,"Liza Villaruz, MD",OTHER,1,1,United States
NCT01323400,Efficacy of Pazopanib in Gastrointestinal Stromal Tumors (GIST),"A Phase II Randomized Multicentre Study Evaluating the Efficacy of Pazopanib+Best Supportive Care (BSC) Versus BSC Alone in Metastatic and/or Locally Advanced Unresectable GIST, Resistant to Imatinib and Sunitinib",COMPLETED,2011-03,2016-02,2016-02-25,INTERVENTIONAL,PHASE2,81.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,GIST,Pazopanib|Best supportive care,DRUG|OTHER,1,8,18 Years,90 Years,ALL,False,Centre Leon Berard,OTHER,1,13,France
NCT02949700,Phase I/II Study OF Metformin in Combination With Cisplatin and Radiation in Head and Neck Squamous Cell Carcinoma,A Phase I/II Study OF Metformin in Combination With Cisplatin and Radiation in Head and Neck Squamous Cell Carcinoma,COMPLETED,2017-01-26,2022-07-07,2023-06-29,INTERVENTIONAL,PHASE1|PHASE2,26.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Head and Neck Squamous Cell Carcinoma,Metformin,DRUG,2,2,18 Years,,ALL,False,Baylor College of Medicine,OTHER,0,3,United States
NCT01994707,Remote Ischemic Preconditioning of Human Myocardium,Remote Ischemic Preconditioning of Human Myocardium,COMPLETED,2013-08,2016-04-27,2018-01-12,INTERVENTIONAL,PHASE2,134.0,ACTUAL,RANDOMIZED,PARALLEL,BASIC_SCIENCE,QUADRUPLE,Coronary Artery Bypass Graft Triple Vessel|Apoptotic DNA Damage,Remote ischemic preconditioning|Placebo,PROCEDURE,1,5,18 Years,80 Years,ALL,False,Medical University of Silesia,OTHER,1,1,Poland
NCT02592707,Study to Evaluate the Safety and Preliminary Efficacy of 177Lu-OPS201 in NETs,"An International, Multicenter, Open-label Study to Evaluate Safety, Tolerability, Biodistribution, Dosimetry and Preliminary Efficacy of 177Lu-OPS201 for the Therapy of Somatostatin Receptor-positive Neuroendocrine Tumors (NETs)",TERMINATED,2017-03-06,2022-02-22,2023-07-19,INTERVENTIONAL,PHASE1|PHASE2,40.0,ACTUAL,,SEQUENTIAL,TREATMENT,NONE,Neuroendocrine Tumors,Satoreotide tetraxetan|Amino acid solution|Antiemetic,DRUG|OTHER,2,23,18 Years,,ALL,False,Ipsen,INDUSTRY,0,9,Canada|Denmark|United States|Australia|United Kingdom|France|Austria|Switzerland
NCT03108911,Gluten Free Diet in Diminishing Side Effects Patients With Acute Myeloid Leukemia Undergoing Induction Chemotherapy,Gluten Free Diet for AML Patients Undergoing Induction Chemotherapy,TERMINATED,2017-07-27,2017-11-14,2017-11-17,INTERVENTIONAL,PHASE2,1.0,ACTUAL,RANDOMIZED,PARALLEL,SUPPORTIVE_CARE,NONE,Acute Myeloid Leukemia,Best Practice|Biospecimen Collection|Dietary Intervention|Laboratory Biomarker Analysis,PROCEDURE|OTHER,3,0,18 Years,,ALL,False,"Rutgers, The State University of New Jersey",OTHER,1,1,United States
NCT03569371,A Study of the Safety of INCB054707 in Participants With Hidradenitis Suppurativa,"A Phase 2, Open-Label, Single-Arm Study of the Safety of INCB054707 in Participants With Hidradenitis Suppurativa",COMPLETED,2018-07-17,2019-04-22,2022-09-26,INTERVENTIONAL,PHASE2,10.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Hidradenitis Suppurativa,INCB054707,DRUG,1,15,18 Years,75 Years,ALL,False,Incyte Corporation,INDUSTRY,0,4,United States
NCT02409264,The Effect of Individualised Homeopathic Treatment of Insomnia Disorder in Females,The Effect of Individualised Homeopathic Treatment of Insomnia Disorder in Females,COMPLETED,2015-01,2015-08,2016-05-17,INTERVENTIONAL,PHASE2,10.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Insomnia Disorder,Individualised Homeopathic Remedy,OTHER,1,1,18 Years,45 Years,FEMALE,True,University of Johannesburg,OTHER,0,1,South Africa
NCT02131064,A Study Evaluating Trastuzumab Emtansine Plus Pertuzumab Compared With Chemotherapy Plus Trastuzumab and Pertuzumab for Participants With Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Breast Cancer,"A Randomized, Multicenter, Open-Label, Two-Arm, Phase III Neoadjuvant Study Evaluating Trastuzumab Emtansine Plus Pertuzumab Compared With Chemotherapy Plus Trastuzumab and Pertuzumab for Patients With HER2-Positive Breast Cancer",COMPLETED,2014-06-25,2018-05-29,2019-07-02,INTERVENTIONAL,PHASE3,444.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Breast Neoplasms,Carboplatin|Docetaxel|Pertuzumab|Trastuzumab|Trastuzumab Emtansine,DRUG,1,21,18 Years,,ALL,False,Hoffmann-La Roche,INDUSTRY,0,79,Canada|United States|Spain|Belgium|Ukraine|South Korea|Russia|France|Taiwan|Germany
NCT04336332,Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,TERMINATED,2020-04-01,2020-10-14,2023-02-28,INTERVENTIONAL,PHASE2,75.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,SARS-CoV-2|COVID-19,Hydroxychloroquine Sulfate + Azithromycin|Hydroxychloroquine Sulfate,DRUG|COMBINATION_PRODUCT,1,0,18 Years,,ALL,False,"Rutgers, The State University of New Jersey",OTHER,0,5,United States
NCT01309932,Safety Study of Pegylated Interferon Lambda Plus Single or 2 Direct Antiviral Agents With Ribavirin,"A Phase 2B, Randomized Study to Evaluate the Safety and Efficacy of Pegylated Interferon Lambda (BMS-914143) Administered With Ribavirin Plus a Single Direct Antiviral Agent (BMS-790052 or BMS-650032) Versus Pegasys Administered With Ribavirin (Part A) and of Pegylated Interferon Lambda (BMS-914143) Administered With or Without Ribavirin Plus 2 Direct Antiviral Agents (BMS-790052 and BMS-650032) (Part B) in Chronic Hepatitis C Genotype-1 Treatment naïve Subjects",COMPLETED,2011-03,2014-09,2015-10-09,INTERVENTIONAL,PHASE2,165.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Hepatitis C,Pegylated Interferon Lambda (pegIFNλ)|BMS-790052 (NS5A Inhibitor)|Ribavirin (RBV)|BMS-650032 (NS3 Protease Inhibitor)|Pegylated Interferon Alfa-2a (pegIFNα-2a)|Pegylated Interferon Lambda (pegIFNλ)|Ribavirin (RBV)|Pegylated Interferon Lambda (pegIFNλ)|Ribavirin (RBV)|BMS-790052 (NS5A Inhibitor)|BMS-650032 (NS3 Protease Inhibitor)|Placebo (PBO) for BMS-650032 (Placebo for NS3 Protease Inhibitor)|Placebo (PBO) for BMS-790052 (Placebo for NS5A Inhibitor)|Placebo for Ribavirin (RBV)|Placebo for Ribavirin (RBV),DRUG|BIOLOGICAL,3,14,18 Years,70 Years,ALL,False,Bristol-Myers Squibb,INDUSTRY,0,40,Japan|United States|Australia|Italy|Puerto Rico|Spain|France|Germany|New Zealand
NCT04666298,Study of Efficacy and Safety of Inclisiran in Japanese Participants With High Cardiovascular Risk and Elevated LDL-C,"A Placebo-controlled, Double-blind, Randomized Trial to Evaluate the Effect of Different Doses of Inclisiran Given as Subcutaneous Injections in Japanese Participants With High Cardiovascular Risk and Elevated LDL-C",COMPLETED,2021-01-29,2022-10-19,2024-06-20,INTERVENTIONAL,PHASE2,312.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Hypercholesterolemia|Heterozygous Familial Hypercholesterolemia,Inclisiran sodium|Placebo,DRUG,1,15,20 Years,,ALL,False,Novartis Pharmaceuticals,INDUSTRY,0,42,Japan
NCT02276898,A Randomized-Controlled Trial of Inhaled Hypertonic Saline (7%) to Evaluate the Lung Clearance Index,A Randomized-Controlled Trial of Inhaled Hypertonic Saline (7%) to Evaluate the Lung Clearance Index as a Short-term Pharmacodynamic Biomarker in Patients With Cystic Fibrosis.,COMPLETED,2011-11,2014-09,2015-05-22,INTERVENTIONAL,PHASE2,24.0,ESTIMATED,RANDOMIZED,CROSSOVER,TREATMENT,DOUBLE,Cystic Fibrosis,Hypertonic Saline 7%|Isotonic Saline 0.9% (Placebo),DRUG,1,3,6 Years,18 Years,ALL,False,The Hospital for Sick Children,OTHER,0,2,Canada
NCT01200498,Study of SB939 in Subjects With Myelofibrosis,"A Phase 2, Prospective, Open-Label Study to Determine the Safety and Efficacy of SB939, A Histone Deacetylase Inhibitor, in Subjects With Primary, Post-Polycythemia Vera, or Post-Essential Thrombocythemia Myelofibrosis (PMF; Post-Polycythemia Vera (PV) Myelofibrosis (MF), Or Post- Essential Thrombosis (ET) MF",COMPLETED,2010-11,2012-11,2014-01-30,INTERVENTIONAL,PHASE2,23.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Myeloproliferative Disorders,SB939,DRUG,1,0,18 Years,,ALL,False,M.D. Anderson Cancer Center,OTHER,1,1,United States
NCT03518398,Effectiveness and Safety of Intense Pulsed Light in Patients With Meibomian Gland Dysfunction,Effectiveness and Safety of Intense Pulsed Light in Patients With Meibomian Gland Dysfunction,COMPLETED,2018-07-03,2019-04-02,2019-06-19,INTERVENTIONAL,PHASE3,114.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Meibomian Gland Dysfunction (Disorder)|Dry Eye Syndromes,Intense Pulsed Light|Standard treatment,DEVICE|COMBINATION_PRODUCT,1,10,18 Years,80 Years,ALL,True,Chulalongkorn University,OTHER,0,1,Thailand
NCT01210898,Immunogenicity and Safety of V70P5 Revaccination Subjects,"A Phase IIIB, Observer-Blind, Randomized, Parallel Groups, Extension Study to Evaluate the Immunogenicity and Safety Following a Single Intramuscular Dose of a Sub-unit Adjuvanted or a Non-adjuvanted Influenza Vaccines in Healthy Children Previously Vaccinated in the V70P5 Study",COMPLETED,2010-09,2011-12,2016-12-01,INTERVENTIONAL,PHASE3,197.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,SINGLE,Influenza,Adjuvanted seasonal influenza vaccine,BIOLOGICAL,4,2,18 Months,96 Months,ALL,True,Novartis Vaccines,INDUSTRY,0,16,Finland
NCT01821963,Telaprevir Plus Standard of Care (SOC) in HCV Associated Hepatocellular Carcinoma (HCC),Telaprevir in Combination With Standard of Care in Hepatitis C Genotype 1 Infection in Patients With Hepatocellular Carcinoma Awaiting Liver Transplantation,TERMINATED,2013-04,2014-02,2020-09-24,INTERVENTIONAL,PHASE3,1.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Infection,Pegylated Interferon Alfa 2a|Ribavirin|Telaprevir,DRUG,1,1,18 Years,69 Years,ALL,False,M.D. Anderson Cancer Center,OTHER,1,1,United States
NCT04261387,LUT014 for the Treatment of Radiation Induced Dermatitis in Breast Cancer Patients,"A Two-Part (Open-Label Followed by Randomized, Double-Blind, Placebo-Controlled) Phase 1/2 Study to Evaluate the Safety, Tolerability, and Efficacy of Topically Administered LUT014 for the Treatment of Radiation-Induced Dermatitis in Breast Cancer Patients",COMPLETED,2021-01-30,2022-07-15,2022-07-27,INTERVENTIONAL,PHASE1|PHASE2,28.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Radiation Dermatitis,LUT014 Gel|Placebo for LUT014 Gel,DRUG,2,4,18 Years,,FEMALE,False,Lutris Pharma Ltd.,INDUSTRY,0,2,United States
NCT01113593,A Study Characterizing Pharmacodynamic Profiles in Subjects With Chronic Obstructive Pulmonary Disease,"A Randomized, Multiple-Dose, Crossover Study Characterizing the Pharmacodynamic Profiles of Formoterol Fumarate Inhalation Solution and Formoterol Dry Powder Inhaler in Subjects With Stable Chronic Obstructive Pulmonary Disease",COMPLETED,2010-05,,2013-05-27,INTERVENTIONAL,PHASE2,45.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,QUADRUPLE,Chronic Obstructive Pulmonary Disease (COPD),Formoterol Fumarate|Formoterol Fumarate|Formoterol Fumarate|Foradil Aerolizer|Foradil Aerolizer,DRUG,1,0,40 Years,,ALL,False,Dey,INDUSTRY,0,4,United States
NCT03795116,Light Emitting Diode-Red Light (LED-RL) Phototherapy for Skin Scarring Prevention,Light Emitting Diode-Red Light (LED-RL) Phototherapy for Skin Scarring Prevention,COMPLETED,2019-03-18,2020-10-26,2022-06-01,INTERVENTIONAL,PHASE2,30.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Fibrosis|Skin Scarring|Skin Wound|Hypertrophic Scar|Scar|Keloid,LED-RL phototherapy|Mock irradiation,DEVICE,2,10,,,ALL,True,State University of New York - Downstate Medical Center,OTHER,0,1,United States
NCT03081416,"""THINK Trial: Treatment of Headache With IntraNasal Ketamine: A Randomized Controlled Trial Evaluating the Efficacy of Intranasal Ketamine Versus Standard Therapy in the Management of Primary Headache Syndromes in the Emergency Department""","""THINK Trial: Treatment of Headache With IntraNasal Ketamine: A Randomized Controlled Trial Evaluating the Efficacy of Intranasal Ketamine Versus Standard Therapy in the Management of Primary Headache Syndromes in the Emergency Department""",COMPLETED,2016-05,2017-10,2018-01-18,INTERVENTIONAL,PHASE3,80.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Headache|Intranasal Ketamine,Ketamine|Normal saline|Metoclopramide|Ketorolac|Dexamethasone|Benadryl,DRUG,1,6,18 Years,65 Years,ALL,True,Brooke Army Medical Center,FED,0,1,United States
NCT01652716,Efficacy and Safety of Exenatide Once Weekly Suspension in Subjects With Type 2 Diabetes,"A Randomized, Open-Label, Long-Term, Parallel-Group, Comparator-Controlled, Multicenter Study to Compare the Glycemic Effects, Safety, and Tolerability of Exenatide Once Weekly Suspension to Exenatide Twice Daily in Subjects With Type 2 Diabetes Mellitus",COMPLETED,2013-01,2014-08,2018-07-03,INTERVENTIONAL,PHASE3,377.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,"Diabetes Mellitus, Type 2",Exenatide once weekly suspension|Exenatide twice daily,DRUG,1,4,18 Years,,ALL,False,AstraZeneca,INDUSTRY,0,58,United States
NCT02394106,Ofatumumab in Children With Drug Resistant Idiopathic Nephrotic Syndrome,"Ofatumumab in Children With Steroid- and Calcineurin-inhibitor-resistant Nephrotic Syndrome: a Double-blind Randomized, Controlled, Superiority Trial",TERMINATED,2015-07,2019-06,2020-07-29,INTERVENTIONAL,PHASE2,13.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Nephrotic Syndrome,Ofatumumab|Placebo,DRUG|OTHER,1,3,2 Years,18 Years,ALL,False,Istituto Giannina Gaslini,OTHER,0,1,Italy
NCT06428084,Comparative Efficacy of Dexamethasone - Ondansetron Versus Dexamethasone - Haloperidol in Reducing PONV,Comparative Efficacy of Dexamethasone - Ondansetron Versus Dexamethasone - Haloperidol in Reducing Postoperative Nausea and Vomiting After Laparoscopic Cholecystectomy: A Randomized Controlled Trial,COMPLETED,2023-11-01,2024-02-28,2024-05-24,INTERVENTIONAL,PHASE2,38.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Laparoscopic Cholecystectomy,Ondansetron|Haloperidol,DRUG,1,0,18 Years,65 Years,ALL,False,Universitas Padjadjaran,OTHER,0,1,Indonesia
NCT01052077,Study of the Safety and Efficacy of OPC-34712 as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder,"A Phase 2, Multicenter, Randomized, Double-blind, Placebo-controlled Study of the Safety and Efficacy of OPDC-34712 (1 to 3 mg/Day) as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder.",COMPLETED,2010-03,2011-11,2015-11-02,INTERVENTIONAL,PHASE2,773.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Major Depressive Disorder,OPC-34712|Placebo|ADT,DRUG,1,9,18 Years,65 Years,ALL,False,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,0,43,United States
NCT01072175,"Investigate Safety, Pharmacokinetics and Pharmacodynamics of GSK2118436 & GSK1120212","An Open-Label, Dose-Escalation, Phase I/II Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics and Clinical Activity of the BRAF Inhibitor GSK2118436 in Combination With the MEK Inhibitor GSK1120212 in Subjects With BRAF Mutant Metastatic Melanoma",COMPLETED,2010-03-26,2018-02-27,2019-07-05,INTERVENTIONAL,PHASE2,430.0,ACTUAL,NON_RANDOMIZED,,TREATMENT,NONE,Cancer,GSK2118436|GSK1120212,DRUG,30,27,18 Years,,ALL,False,Novartis Pharmaceuticals,INDUSTRY,0,15,United States|Australia
NCT01402401,Phase II of AUY922 in Second-line Gastric Cancer in Combination With Trastuzumab in HER2 Positive Patients,"An Open-label, Single-arm, Multi-center Phase II Study to Evaluate the Efficacy and Safety of AUY922 in Combination With Trastuzumab Standard Therapy as Second-line Treatment in Patients With HER2-positive Advanced Gastric Cancer",TERMINATED,2011-11,2013-06,2020-12-10,INTERVENTIONAL,PHASE2,21.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Advanced Gastric Cancer,AUY922|Trastuzumab,DRUG,1,0,18 Years,,ALL,False,Novartis Pharmaceuticals,INDUSTRY,0,15,Japan|United States|Italy|Belgium|Spain|South Korea|France|Germany
NCT01189812,Safety and Efficacy Study of Citalopram and Lithium for the Treatment of Depressive Mood Disorder Symptoms,"A Randomized, Double-Blind, Placebo-Controlled, Fixed-Dose Study to Assess the Safety and Efficacy of Citalopram in Combination With Lithium or Placebo in the Treatment of Symptoms in Patients With Depressive Mood Disorders",COMPLETED,2010-03,2011-01,2011-08-24,INTERVENTIONAL,PHASE2,80.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Major Depressive Disorder|Dysthymia|Depression Not Otherwise Specified|Borderline Personality Disorder,Lithium Carbonate|Placebo|Citalopram,DRUG,1,2,18 Years,75 Years,ALL,False,Columbia Northwest Pharmaceuticals,INDUSTRY,0,2,United States
NCT01775930,Carfilzomib in Refractory Renal Cell Carcinoma (RCC),Phase II Study of Carfilzomib in Patients With Refractory Renal Cell Carcinoma,COMPLETED,2013-10,2019-01-18,2020-03-04,INTERVENTIONAL,PHASE2,10.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Kidney Cancer,Carfilzomib,DRUG,1,4,18 Years,,ALL,False,M.D. Anderson Cancer Center,OTHER,1,1,United States
NCT03071965,Extension Study of NT-501 Ciliary Neurotrophic Factor (CNTF) Implant for Macular Telangiectasia (MacTel),Extension Study of NT-501 Ciliary Neurotrophic Factor (CNTF) Implant for Macular Telangiectasia (MacTel),COMPLETED,2017-05-12,2021-05-11,2025-05-09,INTERVENTIONAL,PHASE2,70.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,SINGLE,MacTel (Macular Telangiectasia) Type 2,Ciliary neurotrophic factor (CNTF)|Surgery|Surgery,PROCEDURE|BIOLOGICAL,2,4,21 Years,80 Years,ALL,False,Neurotech Pharmaceuticals,INDUSTRY,0,11,United States|Australia
NCT01621867,Repeated Application of Gene Therapy in CF Patients,"A Randomised, Double-blind, Placebo-controlled Phase 2B Clinical Trial of Repeated Application of Gene Therapy in Patients With Cystic Fibrosis",COMPLETED,2012-05,2014-05,2015-10-22,INTERVENTIONAL,PHASE2,130.0,ACTUAL,RANDOMIZED,SINGLE_GROUP,TREATMENT,DOUBLE,Cystic Fibrosis,pGM169/GL67A|Placebo,DRUG,1,3,12 Years,,ALL,False,Imperial College London,OTHER,3,3,United Kingdom
NCT01657292,Oleogel-S10 Versus Standard of Care in Healing of Grade 2a Burn Wounds,"Open, Blindly Evaluated, Prospective, Controlled, Randomized, Multicenter Phase III Clinical Trial to Compare Intra-individually the Efficacy and Tolerance of Oleogel-S10 Versus Standard of Care in Accelerating the Healing of Grade 2a Partial-Thickness Burn Wounds",COMPLETED,2012-08,2014-07,2015-09-28,INTERVENTIONAL,PHASE3,61.0,ACTUAL,RANDOMIZED,SINGLE_GROUP,TREATMENT,NONE,Burns,Oleogel-S10 ointment|Octenilin® wound gel,DRUG|DEVICE,1,10,18 Years,,ALL,False,Birken AG,INDUSTRY,0,9,Switzerland|Germany|Sweden|United Kingdom
NCT05397171,A First-in-human Study to Evaluate the Safety and Tolerability of AZD8853 in Participants With Selected Advanced/Metastatic Solid Tumours,"A Phase I/IIa First-in-human, Open-label Study to Evaluate the Safety, Pharmacokinetics, Pharmacodynamics, and Preliminary Efficacy of AZD8853 in Participants With Selected Advanced/Metastatic Solid Tumours",TERMINATED,2022-06-07,2023-06-06,2024-10-01,INTERVENTIONAL,PHASE1|PHASE2,17.0,ACTUAL,NON_RANDOMIZED,SEQUENTIAL,TREATMENT,NONE,"Urinary Bladder Neoplasms|Colorectal Cancer|Carcinoma, Non-Small-Cell Lung",AZD8853|Zirconium-89 crefmirlimab berdoxam,DRUG,2,13,18 Years,130 Years,ALL,False,AstraZeneca,INDUSTRY,1,6,Canada|United States
NCT01628471,"MTD Determination, Safety and Efficacy of the Decitabine-Genistein Drug Combination in Advanced Solid Tumors and Non-Small Cell Lung Cancer",A Phase I/IIa Dose-Escalation Study of the Decitabine-Genistein Drug Combination in Advanced Solid Tumors and Non-Small Cell Lung Cancer (NSCLC) Subjects,COMPLETED,2012-11,2015-09,2015-09-23,INTERVENTIONAL,PHASE1|PHASE2,20.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Non Small Cell Lung Cancer,decitabine in combination with genistein,DRUG,1,2,18 Years,75 Years,ALL,False,Uman Pharma,INDUSTRY,3,1,Canada
NCT02874144,Anti-Inflammatory Agent in Sinusitis,"A Phase 2A, Single-Center, Randomized, Placebo-Controlled, Double-Blind Study to Assess the Efficacy of an Anti-Inflammatory Agent in Patients With Sinusitis",COMPLETED,2016-06-20,2020-08-10,2022-05-25,INTERVENTIONAL,PHASE2,43.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Nasal Polyps,AZ compound|Collection of Biological Specimens|Intranasal corticosteroid|Placebo,DRUG|OTHER,3,2,18 Years,70 Years,ALL,False,Northwestern University,OTHER,0,0,
NCT02362464,Long-Term TARP Vaccination Using a Multi-Epitope TARP Peptide Autologous Dendritic Cell Vaccination in Previously Vaccinated Men on NCI 09-C-0139,A Pilot Study of Long Term TARP Vaccination Using A Multi-Epitope TARP Peptide Autologous Dendritic Cell Vaccine in Previously Vaccinated Men on NCI 09-C-0139.,COMPLETED,2015-05-12,2022-03-25,2024-12-10,INTERVENTIONAL,PHASE2,14.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Prostatic Neoplasms|Neoplasms of Prostate|Prostate Cancer|Cancer Of Prostate|Stage D0 Prostate Cancer,Multi-epitope (ME) T-cell Receptor Alternate Reading Frame Protein (TARP) vaccine,BIOLOGICAL,1,4,18 Years,,MALE,False,National Cancer Institute (NCI),NIH,0,1,United States
NCT05263999,A Study of Itolizumab in Combination With Corticosteroids for the First-Line Treatment of Acute Graft Versus Host Disease (EQUATOR),"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Multicenter Study of Itolizumab in Combination With Corticosteroids for the Initial Treatment of Acute Graft Versus Host Disease",TERMINATED,2022-04-29,2025-05-12,2025-06-17,INTERVENTIONAL,PHASE3,158.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Graft Versus Host Disease|GVHD|Acute-graft-versus-host Disease|Acute GVHD|aGVHD,Itolizumab|EQ001 Placebo,DRUG|BIOLOGICAL,1,2,12 Years,,ALL,False,Equillium,INDUSTRY,1,118,Canada|United States|Australia|Belgium|Italy|Spain|South Korea|France|Portugal|Germany|Israel|New Zealand
NCT04346199,Acalabrutinib Study With Best Supportive Care Versus Best Supportive Care in Subjects Hospitalized With COVID-19.,"A Phase 2, Open Label, Randomized Study of the Efficacy and Safety of Acalabrutinib With Best Supportive Care Versus Best Supportive Care in Subjects Hospitalized With COVID-19",COMPLETED,2020-06-12,2020-11-17,2021-09-17,INTERVENTIONAL,PHASE2,177.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,COVID-19,Acalabrutinib,DRUG,1,18,18 Years,130 Years,ALL,False,AstraZeneca,INDUSTRY,1,50,Japan|Italy|Argentina|France|Russia|Poland|Germany|South Africa|Peru|Turkey (Türkiye)|Chile|Mexico|India|Brazil
NCT03100032,Safety and Preliminary Effectiveness of NVD-001 for the Treatment of Low Grade Degenerative Lumbar Spondylolisthesis,"A Prospective Multi-centre, Randomised, Controlled Study to Evaluate the Safety and Preliminary Effectiveness of NVD-001 for the Treatment of Low Grade Degenerative Lumbar Spondylolisthesis by Interbody Fusion (L1 - S1)",COMPLETED,2017-01,2021-06,2021-08-13,INTERVENTIONAL,PHASE1|PHASE2,48.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Spondylolisthesis,NVD-001|Standard of Care,PROCEDURE|BIOLOGICAL,8,8,18 Years,,ALL,False,Novadip Biosciences,INDUSTRY,0,12,Czechia|Poland|Belgium
NCT03172598,"Study to Assess the Efficacy, Safety and Tolerability of MT- 8554 in Subjects With Painful Diabetic Peripheral Neuropathy","A Phase IIa, Multi-Centre, Randomised, Double-Blind, Cross-Over, Placebo-Controlled Study to Assess the Efficacy, Safety and Tolerability of MT-8554 in Subjects With Painful Diabetic Peripheral Neuropathy Incorporating an Open Label Pilot Arm",COMPLETED,2017-07-25,2018-08-08,2025-12-22,INTERVENTIONAL,PHASE2,61.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,DOUBLE,Painful Diabetic Peripheral Neuropathy,MT-8554 low dose|MT-8554 middle dose|MT-8554 high dose|Placebo,DRUG,2,2,18 Years,,ALL,False,Tanabe Pharma Corporation,INDUSTRY,0,3,Poland|Germany|Hungary
NCT02740387,Open Label Study of OTO-104 in Subjects With Meniere's Disease,"A 1-Year, Phase 2, Open-Label Safety Study of OTO-104 Given at 3-Month Intervals by Intratympanic Injection in Subjects With Unilateral Meniere's Disease",TERMINATED,2016-06,2017-09,2017-09-15,INTERVENTIONAL,PHASE2,34.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Meniere's Disease,OTO-104,DRUG,1,3,18 Years,80 Years,ALL,False,"Otonomy, Inc.",INDUSTRY,0,1,Canada
