nct_id,brief_title,official_title,overall_status,start_date,completion_date,last_update,study_type,phase,enrollment,enrollment_type,allocation,intervention_model,primary_purpose,masking,condition,intervention_name,intervention_type,primary_outcome_count,secondary_outcome_count,min_age,max_age,sex,healthy_volunteers,lead_sponsor_name,lead_sponsor_class,collaborator_count,location_count,countries
NCT01231438,Treatment of Early Stage Renal Failure With Active Vitamin D or a Phosphate Binder.,"An Open, Randomized, Crossover Phase 2 Pilot Study of Treatment of Stage 3B Renal Failure With Active Vitamin D or a Phosphate Binder to Evaluate the Effect on the FGF23 and PTH Levels.",COMPLETED,2010-10,2011-03,2012-11-09,INTERVENTIONAL,PHASE2,21.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,NONE,Kidney Failure,Renvela|Etalpha,DRUG,1,5,18 Years,,ALL,False,Helse Stavanger HF,OTHER_GOV,1,2,Norway
NCT01955512,Effect of Clopidogrel on Allergen Challenge in Asthma,Effect of Clopidogrel on Allergen Challenge in Asthma,COMPLETED,2013-05,2014-05,2023-05-22,INTERVENTIONAL,PHASE2,24.0,ESTIMATED,RANDOMIZED,PARALLEL,BASIC_SCIENCE,DOUBLE,Asthma,Clopidogrel|Placebo,DRUG,1,7,18 Years,50 Years,ALL,False,University of Southampton,OTHER,0,1,United Kingdom
NCT02630381,Shock Wave Therapy for Osteoporosis,Treatment of Osteoporosis With Unfocused Extracorporeal Shock Wave Therapy: Pilot Study,COMPLETED,2015-05-18,2016-09-19,2017-10-12,INTERVENTIONAL,PHASE2,12.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Osteoporosis,Unfocused extracoporeal shock wave therapy,DEVICE,2,2,50 Years,80 Years,FEMALE,False,UMC Utrecht,OTHER,0,0,
NCT02648581,"Efficacy and Safety of Ustekinumab, a Human Monoclonal Anti-IL-12/IL-23 Antibody, in Patients With Behçet Disease","A Phase 2 Open-Label Study to Evaluate the Efficacy and Safety of Ustekinumab, a Human Monoclonal Anti-IL-12/IL-23 Antibody, in Patients With Behçet Disease",COMPLETED,2017-06-14,2019-11-19,2025-09-08,INTERVENTIONAL,PHASE2,16.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Behçet Disease,Subcutaneous Ustekinumab,DRUG,2,40,18 Years,,ALL,False,Assistance Publique - Hôpitaux de Paris,OTHER,1,1,France
NCT05376930,Study to Evaluate the Long Term Safety and Efficacy of DWP16001 Compared to Placebo in the Treatment of T2DM.,"A Multi-center, Open-label, Extension Study to Evaluate the Long-term Safety and Efficacy of DWP16001 in Patients With Type 2 Diabetes Mellitus",COMPLETED,2021-09-16,2022-05-31,2022-10-25,INTERVENTIONAL,PHASE3,63.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,T2DM (Type 2 Diabetes Mellitus),DWP16001 Amg,DRUG,1,3,19 Years,80 Years,ALL,False,Daewoong Pharmaceutical Co. LTD.,INDUSTRY,0,1,South Korea
NCT01688128,Efficacy of Ubiquitous SR-based Memory Advancement and Rehabilitation Training (U-SMART),"An Open-label, Controlled, Cross-over Trial of Ubiquitous SR-based Memory Advancement and Rehabilitation Training (U-SMART) in Mild Cognitive Impairment",COMPLETED,2012-08,2015-12,2016-04-20,INTERVENTIONAL,PHASE3,50.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,NONE,Mild Cognitive Impairment,Phase I U-SMART (4 wks)|Washout (2 wks)|Phase II U-SMART (4 wks),OTHER|DEVICE,1,3,55 Years,90 Years,ALL,False,Seoul National University Bundang Hospital,OTHER,1,1,South Korea
NCT02945800,Nab-Paclitaxel and Gemcitabine for Recurrent/Refractory Sarcoma,Phase II Study of Nab-Paclitaxel in Combination With Gemcitabine for Treatment of Recurrent/Refractory Sarcoma in Teenagers and Young Adults,COMPLETED,2016-10-25,2025-02-17,2026-01-26,INTERVENTIONAL,PHASE2,59.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Osteosarcoma|Ewing Sarcoma|Rhabdomyosarcoma|Soft Tissue Sarcoma,nab-Paclitaxel|Gemcitabine,DRUG,2,1,3 Years,30 Years,ALL,False,H. Lee Moffitt Cancer Center and Research Institute,OTHER,1,14,United States
NCT02834936,A Clinica Study of Pyrotinib in Patients of Advanced Non-Small Cell Lung Cancer With HER2 Mutation,A Phase 2 Clinica Study: Efficacy and Safety of Pyrotinib in Patients of Advanced Non-Small Cell Lung Cancer With HER2 Mutation,COMPLETED,2016-10-20,2019-06-20,2025-08-28,INTERVENTIONAL,PHASE2,60.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Non Small Cell Lung,pyrotinib,DRUG,1,2,18 Years,75 Years,ALL,False,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,0,11,China
NCT04004611,A Study of Mirikizumab (LY3074828) in Children and Teenagers With Ulcerative Colitis (UC),"A Multicenter, Open-Label PK Study of Mirikizumab in Pediatric Patients With Moderately to Severely Active Ulcerative Colitis",COMPLETED,2020-05-18,2023-03-15,2024-03-26,INTERVENTIONAL,PHASE2,26.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,NONE,Ulcerative Colitis,Mirikizumab,DRUG,1,12,2 Years,17 Years,ALL,False,Eli Lilly and Company,INDUSTRY,0,37,Canada|United States|Japan|South Korea|Israel
NCT05277571,"A Single-ascending Dose (Part A) and Repeat-dose (Part B) Study to Investigate the Safety, Pharmacokinetics and Efficacy (Part B Only) of UCB1381 in Healthy Study Participants (Part A) and in Study Participants With Moderate to Severe Atopic Dermatitis (Part B)","A Phase 1/2A, Randomized, Placebo-Controlled, Single-Ascending Dose (Part A, Participant- and Investigator-Blind) and Repeat-Dose (Part B, Participant-, Investigator-, and Sponsor-Blind) Study to Investigate the Safety, Pharmacokinetics, and Efficacy (Part B Only) of UCB1381 in Healthy Study Participants (Part A) and in Study Participants With Moderate to Severe Atopic Dermatitis (Part B)",COMPLETED,2022-03-07,2025-09-19,2025-10-20,INTERVENTIONAL,PHASE1|PHASE2,273.0,ACTUAL,RANDOMIZED,PARALLEL,BASIC_SCIENCE,QUADRUPLE,Atopic Dermatitis,UCB1381|Placebo,DRUG|BIOLOGICAL,5,12,18 Years,65 Years,ALL,True,UCB Biopharma SRL,INDUSTRY,0,16,United States
NCT03302871,Integrated Management Enhances Functional Gains in Children With Cerebral Palsy Treated by BoNT-A,Integrated Management With Brain Stimulation and Hybrid Training Enhances Functional Gains in Children With Cerebral Palsy Treated by Botulinum Toxin A,COMPLETED,2016-01-18,2020-01-30,2020-04-24,INTERVENTIONAL,PHASE3,40.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Cerebral Palsy,Botulinum toxin type A|transcranial direct current stimulation|hybrid training model of CIMT and BIT|usual care,OTHER|DRUG|DEVICE,1,1,5 Years,16 Years,ALL,False,Kocaeli University,OTHER,0,1,Turkey (Türkiye)
NCT03151434,Comparison of Three Different Pain Blocks for Subjects Undergoing VATS (Video Assisted Thoracoscopic Surgery) Procedure.,"Randomized Prospective Study Comparing Paravertebral Catheters, Single Shot Paravertebral Block, Thoracic Epidural, for Postoperative Analgesia Following Video-assisted Thoracoscopic Surgery",COMPLETED,2017-02-07,2018-07-30,2021-01-27,INTERVENTIONAL,PHASE3,147.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,"Video Assisted Thoracoscopic Surgery|Pain, Postoperative|Pain, Acute",US Guided Single Shot Paravertebral Block (0.2% ropivicaine infusion)|US Guided Paravertebral Catheter (0.2% ropivicaine bolus)|Thoracic Epidural (0.125% bupivicaine/hydromorphone),DRUG,2,1,18 Years,,ALL,False,Indiana University,OTHER,0,1,United States
NCT05178134,A Phase 2 Bridging Study to Assess the New Formulation of ETVAX,"A Phase 2 Immunological Bridging Study Assessing the Non-inferiority of a New Formulation of ETVAX®. A Prospective Double-blind, Randomized Study in Healthy Volunteers.",COMPLETED,2021-11-08,2022-10-20,2025-08-19,INTERVENTIONAL,PHASE2,280.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,TRIPLE,"Healty Volunteers|Preventable Disease, Vaccine",Etvax|Etvax,BIOLOGICAL,1,1,18 Years,50 Years,ALL,True,Scandinavian Biopharma AB,INDUSTRY,3,1,Sweden
NCT03616964,A Study of Baricitinib in Participants With Systemic Lupus Erythematosus (SLE-BRAVE II),"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study of Baricitinib in Patients With Systemic Lupus Erythematosus",COMPLETED,2018-08-02,2021-10-20,2022-11-23,INTERVENTIONAL,PHASE3,778.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Systemic Lupus Erythematosus,Baricitinib|Placebo,DRUG,1,11,18 Years,,ALL,False,Eli Lilly and Company,INDUSTRY,1,159,Romania|Japan|United States|Colombia|Italy|Spain|South Korea|Argentina|France|Philippines|Poland|South Africa|Serbia|Chile|India
NCT01258309,Safety and Efficacy of Olopatadine Hydrochloride/Ketorolac Tromethamine Ophthalmic Solution Compared With Olopatadine Hydrochloride Ophthalmic Solution in Patients With Seasonal Allergic Conjunctivitis,,COMPLETED,2010-12,2011-01,2012-01-25,INTERVENTIONAL,PHASE3,129.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,"Rhinitis, Allergic, Seasonal|Conjunctivitis, Allergic",olopatadine hydrochloride /ketorolac tromethamine fixed dose combination ophthalmic solution|olopatadine hydrochloride 0.1% ophthalmic solution,DRUG,1,3,18 Years,,ALL,False,Allergan,INDUSTRY,0,1,India
NCT01621399,Safety and Efficacy Study to Treat Bacterial Vaginosis,"A Phase 3, Multicenter, Randomized, Double-blind, Vehicle-controlled Study to Evaluate the Safety and Efficacy of Product 55394 in the Treatment of Bacterial Vaginosis",COMPLETED,2012-05,2012-12,2013-08-21,INTERVENTIONAL,PHASE3,651.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Bacterial Vaginosis,Product 55394|Placebo Vehicle (non-treatment),DRUG,1,1,18 Years,,FEMALE,False,Medicis Global Service Corporation,INDUSTRY,0,37,United States
NCT02739698,Role of Intraperitoneal Intraoperative Chemotherapy With Paclitaxel in the Surgical Treatment of Peritoneal Carcinomatosis From Ovarian Cancer. Hyperthermia Versus Normothermia,Role of Intraperitoneal Intraoperative Chemotherapy With Paclitaxel in the Surgical Treatment of Peritoneal Carcinomatosis From Ovarian Cancer. Hyperthermia Versus Normothermia,COMPLETED,2012-07,2017-03,2017-08-01,INTERVENTIONAL,PHASE2,32.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Peritoneal Carcinomatosis,Paclitaxel|Radical surgery-peritonectomy,PROCEDURE|DRUG,1,0,18 Years,75 Years,FEMALE,False,Maimónides Biomedical Research Institute of Córdoba,OTHER,0,0,
NCT05516498,"Zibotentan and Dapagliflozin Combination, EvAluated in Liver Cirrhosis (ZEAL Study)","A Two Part Phase IIa/b Multicentre, Randomised, Double-Blind, Placebo-Controlled, Parallel Group Dose-ranging Study to Assess Efficacy, Safety, and Tolerability of the Combination of Zibotentan and Dapagliflozin, and Dapagliflozin Monotherapy Versus Placebo in Participants With Cirrhosis With Features of Portal Hypertension",TERMINATED,2022-10-31,2025-07-17,2025-08-15,INTERVENTIONAL,PHASE2,205.0,ACTUAL,RANDOMIZED,PARALLEL,SCREENING,TRIPLE,Liver Cirrhosis,Part A: Placebo (matching zibotentan capsule & matching dapagliflozin tablet)|Part A: zibotentan (dose B) + dapagliflozin|Part B: Placebo (matching zibotentan capsule & matching dapagliflozin tablet)|Part B: placebo (matching zibotentan capsule) + dapagliflozin|Part B: zibotentan (dose A) + dapagliflozin|Part B: zibotentan (dose B) + dapagliflozin|Part B: zibotentan (dose C) + dapagliflozin,DRUG,2,12,18 Years,80 Years,ALL,False,AstraZeneca,INDUSTRY,0,50,Romania|Spain|United States|Australia|Belgium|China|Denmark|United Kingdom|France|Taiwan|Austria|Germany|Netherlands|Switzerland|Czechia
NCT02039063,A Phase 1/2 Study of Repeated Intravenous E6011 Administration in Japanese Subjects With Crohn's Disease,A Phase 1/2 Study of Repeated Intravenous E6011 Administration in Japanese Subjects With Crohn's Disease,COMPLETED,2014-04-05,2017-11-27,2023-01-30,INTERVENTIONAL,PHASE1|PHASE2,28.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,,Crohn's Disease,E6011 2 mg/kg|E6011 5 mg/kg|E6011 10 mg/kg|E6011 15 mg/kg,DRUG,6,2,20 Years,64 Years,ALL,False,"EA Pharma Co., Ltd.",INDUSTRY,0,17,Japan
NCT02247193,Botulinum Toxin to Improve Cosmesis of Primary Cleft Lip Repair,Botulinum Toxin to Improve Cosmesis of Primary Cleft Lip Repair,COMPLETED,2015-12,2020-01-13,2021-11-03,INTERVENTIONAL,PHASE1|PHASE2,30.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Cleft Lip|Scarring|Cleft Palate,Botulinum Toxin Type A|Normal Saline Injection,DRUG,8,0,,6 Months,ALL,True,"The University of Texas Health Science Center, Houston",OTHER,0,1,United States
NCT03318614,Bifidobacterium Infantis M-63 Improves Mental Health in Irritable Bowel Syndrome Developed After a Major Flood Disaster,Bifidobacterium Infantis M-63 Improves Mental Health in Irritable Bowel Syndrome Developed After a Major Flood Disaster,COMPLETED,2015-09,2015-12,2017-10-24,INTERVENTIONAL,PHASE2|PHASE3,53.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,NONE,Irritable Bowel Syndrome|Abdominal Pain|Small Intestinal Bacterial Overgrowth,Probiotics M-63|Control group,DIETARY_SUPPLEMENT|OTHER,1,4,18 Years,,ALL,True,Universiti Sains Malaysia,OTHER,1,0,
NCT02473016,Nasal Carbon Dioxide for the Symptomatic Treatment of Classical Trigeminal Neuralgia,"A Placebo-Controlled, Single-Blind Study Evaluating the Safety and Efficacy of Nasal Carbon Dioxide for the Symptomatic Treatment of Classical Trigeminal Neuralgia",COMPLETED,2015-09,2017-04,2017-11-17,INTERVENTIONAL,PHASE2,30.0,ACTUAL,,CROSSOVER,TREATMENT,SINGLE,Trigeminal Neuralgia,Carbon Dioxide Drug Delivery System (CDDS),DRUG,1,10,18 Years,,ALL,False,"Capnia, Inc.",INDUSTRY,0,6,United States
NCT03959384,Efficacy and Safety of Curosurf® in Patients Invasively Ventilated for Severe Bronchiolitis Under 12 Months of Age,"Efficacy and Safety of Curosurf® in Patients Under 12 Months of Age Requiring Invasive Mechanical Ventilation for Acute Respiratory Distress Syndrome in the Course of Bronchiolitis: A Randomized, Double-blind, Placebo-controlled Trial",TERMINATED,2019-01-09,2021-04-09,2021-04-15,INTERVENTIONAL,PHASE3,9.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,"Bronchiolitis, Viral",Curosurf 80Mg/Ml Intratracheal Suspension|Ambient Air,DRUG|OTHER,1,11,40 Weeks,12 Months,ALL,False,Azienda Ospedaliera Universitaria Integrata Verona,OTHER,0,1,Italy
NCT02960204,"Emricasan, an Oral Caspase Inhibitor, in Subjects With NASH Cirrhosis and Severe Portal Hypertension","A Multicenter, Randomized, Double-Blind, Placebo-Controlled Trial of Emricasan, an Oral Caspase Inhibitor, in Subjects With Non-Alcoholic Steatohepatitis (NASH) Cirrhosis and Severe Portal Hypertension",COMPLETED,2016-10-17,2019-04-08,2022-02-11,INTERVENTIONAL,PHASE2,263.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Cirrhosis|Portal Hypertension|Non-alcoholic Steatohepatitis,Emricasan|Placebo,DRUG,1,3,18 Years,,ALL,False,Histogen,INDUSTRY,0,37,Germany|United States|Spain
NCT01693484,Application of Indocyanine Green Angiography for Closed Operative Calcaneus Fractures,Application of Indocyanine Green Angiography for Closed Operative Calcaneus Fractures Requiring Extensile Lateral Incision,TERMINATED,2013-04,2015-03,2017-06-20,INTERVENTIONAL,PHASE2|PHASE3,13.0,ACTUAL,,SINGLE_GROUP,PREVENTION,NONE,"Fractures, Comminuted|Surgical Wound Dehiscence|Necrosis",ICG (Indocyanine Green),DRUG,1,0,18 Years,65 Years,ALL,False,Louisiana State University Health Sciences Center Shreveport,OTHER,0,1,United States
NCT03806933,Study to Investigate the Safety and Duration of Effect of Different Botulinum Toxin A (NT 201) Dose Groups Following the Treatment of Glabellar Frown Lines,"A Prospective, Randomized, Double-blind, Multicenter Study to Investigate the Safety and Duration of Effect of Different NT 201 Dose Groups Following the Treatment of Glabellar Frown Lines",COMPLETED,2019-01-23,2020-10-08,2023-11-15,INTERVENTIONAL,PHASE2,241.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Moderate to Severe Glabellar Frown Lines,NT 201,DRUG,6,6,18 Years,,ALL,False,Merz Aesthetics GmbH,INDUSTRY,1,9,Germany|United States
NCT02757352,A Study of Ixekizumab (LY2439821) in Participants With Nonradiographic Axial Spondyloarthritis,"A 52-Week Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Ixekizumab (LY2439821) in bDMARD Naive Patients With Nonradiographic Axial Spondyloarthritis",COMPLETED,2016-08-02,2019-05-07,2020-03-13,INTERVENTIONAL,PHASE3,303.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Axial Spondyloarthritis,Ixekizumab|Placebo,DRUG,2,27,18 Years,,ALL,False,Eli Lilly and Company,INDUSTRY,0,109,Romania|Canada|United States|Japan|Puerto Rico|South Korea|Finland|Argentina|Russia|Poland|Austria|Germany|Netherlands|Czechia|Mexico|Brazil
NCT02181738,Study of Nivolumab in Patients With Classical Hodgkin's Lymphoma (Registrational),"Non-Comparative, Multi-Cohort, Single Arm, Open-Label, Phase 2 Study of Nivolumab (BMS-936558) in Classical Hodgkin Lymphoma (cHL) Subjects",COMPLETED,2014-08-12,2022-12-27,2023-11-28,INTERVENTIONAL,PHASE2,294.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Hodgkin Disease,Nivolumab|Doxorubicin|Vinblastine|Dacarbazine,DRUG,2,19,18 Years,,ALL,False,Bristol-Myers Squibb,INDUSTRY,0,38,Canada|United States|Italy|Belgium|Spain|United Kingdom|Austria|Germany|Netherlands|Czechia
NCT02193958,Study of FF-10501-01 in Patients With Relapsed or Refractory Hematological Malignancies,"A Phase 1/2a, Dose Escalation Study of FF-10501-01 for the Treatment of Advanced Hematologic Malignancies",COMPLETED,2014-07,2019-10-15,2025-03-19,INTERVENTIONAL,PHASE1|PHASE2,55.0,ACTUAL,NON_RANDOMIZED,SINGLE_GROUP,TREATMENT,NONE,AML|CMML|MDS,FF-10501-01,DRUG,1,1,18 Years,,ALL,False,"Fujifilm Pharmaceuticals U.S.A., Inc.",INDUSTRY,0,2,United States
NCT03685448,ANZUP - Non-clear Cell Post Immunotherapy CABozantinib (UNICAB),A Phase II of Single Agent Cabozantinib in Patients With Locally Advanced or Metastatic Non-clear Cell Renal Cell Carcinoma Post Immunotherapy or Who Are Unsuitable for Immunotherapy (ANZUP1802),COMPLETED,2019-04-11,2025-06-04,2025-08-08,INTERVENTIONAL,PHASE2,35.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Renal Cell Carcinoma|Papillary Renal Cell Carcinoma Type 1|Papillary Renal Cell Carcinoma Type 2|Chromophobe Renal Cell Carcinoma|Sarcomatoid Renal Cell Carcinoma|Xp11.2 Translocation-Related Renal Cell Carcinoma,Cabozantinib,DRUG,1,3,18 Years,,ALL,False,Australian and New Zealand Urogenital and Prostate Cancer Trials Group,OTHER,0,11,Australia
NCT03379675,"A Study to Explore the Antiviral Activity, Clinical Outcomes, Safety, Tolerability, and Pharmacokinetics of JNJ-53718678 at Two Dose Levels in Non-Hospitalized Adult Participants Infected With Respiratory Syncytial Virus","A Pilot Phase 2a, Randomized, Double-blind, Placebo-controlled Study to Explore the Antiviral Activity, Clinical Outcomes, Safety, Tolerability, and Pharmacokinetics of JNJ-53718678 at Two Dose Levels in Non-Hospitalized Adult Subjects Infected With Respiratory Syncytial Virus",COMPLETED,2018-02-06,2019-12-26,2025-02-04,INTERVENTIONAL,PHASE2,72.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Respiratory Syncytial Virus Infections,JNJ-53718678 500 mg|JNJ-53718678 80 mg|Placebo,DRUG,21,19,18 Years,,ALL,False,"Janssen Research & Development, LLC",INDUSTRY,0,124,Canada|United States|Spain|Ukraine|Russia|Australia|France|South Korea|Argentina|Taiwan|Poland|Germany|South Africa|Sweden|Bulgaria|Japan|Belgium|Mexico|Brazil
NCT02049957,Safety and Efficacy Study of Sapanisertib in Combination With Exemestane or Fulvestrant in Postmenopausal Women With Estrogen Receptor Positive/Human Epidermal Growth Factor Receptor 2 Negative (ER+/HER2-) Metastatic Breast Cancer,A Phase 1b/2 Study of Safety and Efficacy of MLN0128 (Dual TORC1/2 Inhibitor) in Combination With Exemestane or Fulvestrant Therapy in Postmenopausal Women With ER+/HER2- Advanced or Metastatic Breast Cancer That Has Progressed on Treatment With Everolimus in Combination With Exemestane or Fulvestrant,COMPLETED,2014-02-13,2018-06-29,2023-02-08,INTERVENTIONAL,PHASE2,118.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,NONE,Breast Cancer,Sapanisertib|Fulvestrant|Exemestane,DRUG,2,10,18 Years,,FEMALE,False,"Calithera Biosciences, Inc",INDUSTRY,0,40,United States|France|Belgium
NCT03403712,A Study to Assess the Safety and the Efficacy of IV Fosnetupitant/Palonosetron (260 mg/0.25 mg) Combination Compared to Oral Netupitant/Palonosetron (300 mg/0.5 mg) Combination for the Prevention of CINV in AC Chemotherapy in Women With Breast Cancer,"A Multicenter, Randomized, Double-blind, Double-dummy, Active-controlled, Parallel Group Phase 3b Study to Assess the Safety and to Describe the Efficacy of IV Fosnetupitant/Palonosetron (260 mg/0.25 mg) Combination (IV NEPA FDC) Compared to Oral Netupitant/Palonosetron (300 mg/0.5 mg) Combination (Akynzeo®) for the Prevention of Chemotherapy-induced Nausea and Vomiting in Initial and Repeated Cycles of Anthracycline-cyclophosphamide (AC) Chemotherapy in Women With Breast Cancer",COMPLETED,2018-03-16,2018-09-19,2020-06-01,INTERVENTIONAL,PHASE3,404.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,QUADRUPLE,Chemotherapy-induced Nausea and Vomiting,fosnetupitant/ palonosetron|netupitant/palonosetron|dexamethasone,DRUG,4,4,18 Years,,FEMALE,False,Helsinn Healthcare SA,INDUSTRY,2,40,Georgia|United States
NCT04856865,ADP101 for Oral Immunotherapy in Food-Allergic Children and Adults,"A Phase 1/2, Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Efficacy and Safety of ADP101 for Oral Immunotherapy in Food-Allergic Children and Adults (The Harmony Study)",COMPLETED,2021-04-20,2022-12-13,2024-05-16,INTERVENTIONAL,PHASE1|PHASE2,73.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Food Allergy,Low dose ADP101|High dose ADP101|Pooled Placebo,BIOLOGICAL,1,3,4 Years,55 Years,ALL,False,"Alladapt Immunotherapeutics, Inc.",INDUSTRY,0,15,United States
NCT02694328,A Study of ALKS 3831 in Adults With Schizophrenia (The ENLIGHTEN-2 Study),A Phase 3 Study to Evaluate Weight Gain of ALKS 3831 Compared to Olanzapine in Adults With Schizophrenia,COMPLETED,2016-03-02,2018-11-07,2020-02-10,INTERVENTIONAL,PHASE3,561.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Schizophrenia,ALKS 3831|Olanzapine,DRUG,2,2,18 Years,55 Years,ALL,False,"Alkermes, Inc.",INDUSTRY,0,54,Puerto Rico|United States
NCT02316028,Phase I:Decitabine by Hepatic Arterial Infusion(HAI) in Unresectable Liver Metastases Colorectal Cancer (CRC),A Phase I Clinical Trial on Decitabine (5-aza-2'-Deoxycytidine) Administered by Hepatic Arterial Infusion in Patients With Unresectable Liver-predominant Metastases From Colorectal Cancer,COMPLETED,2014-03,2017-07,2017-10-27,INTERVENTIONAL,PHASE1|PHASE2,11.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Liver Metastasis|Colorectal Cancer,Decitabine,DRUG,1,5,18 Years,,ALL,False,Universitair Ziekenhuis Brussel,OTHER,1,2,Belgium
NCT04140292,Vitamin D Supplementation as a Neoadjuvant for Photodynamic Therapy of Actinic Keratoses,Vitamin D Supplementation as a Neoadjuvant for Photodynamic Therapy of Actinic Keratoses,COMPLETED,2020-01-13,2021-05-27,2022-06-24,INTERVENTIONAL,PHASE2,75.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Actinic Keratosis,Photodynamic therapy (PDT)|Vitamin D3,DRUG,1,4,18 Years,,ALL,False,Case Comprehensive Cancer Center,OTHER,0,1,United States
NCT03938792,Study of the Efficacy and Safety PF-06741086 in Adult and Teenage Participants With Severe Hemophilia A or Moderately Severe to Severe Hemophilia B,An Open-Label Study in Adolescent and Adult Severe (Coagulation Factor Activity <1%) Hemophilia A Participants With or Without Inhibitors or Moderately Severe to Severe Hemophilia B Participants (Coagulation Factor Activity ≤2%) With or Without Inhibitors Comparing Standard Treatment to PF-06741086 Prophylaxis,COMPLETED,2020-03-09,2025-04-29,2025-06-10,INTERVENTIONAL,PHASE3,189.0,ACTUAL,,CROSSOVER,TREATMENT,NONE,Hemophilia A|Hemophilia B,PF-06741086,DRUG,12,11,12 Years,74 Years,MALE,False,Pfizer,INDUSTRY,0,62,Canada|United States|Oman|Spain|Russia|Saudi Arabia|Italy|China|France|South Korea|Taiwan|South Africa|Serbia|Croatia|Bulgaria|Japan|Hong Kong|Turkey (Türkiye)|Mexico|India
NCT02188771,"A Phase I, Prospective, Randomized, Open-label, Active-Controlled Clinical Trial for Safety Evaluation of Intra-articular Injection of RegenoGel-SP for the Treatment of Moderate to Severe Osteoarthritis",,COMPLETED,2014-02,2015-10,2017-04-27,INTERVENTIONAL,PHASE1|PHASE2,11.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Osteoarthritis,intra-articular administration of RegenoGel-SP or hyaluronic acid (HA),DEVICE,1,1,45 Years,75 Years,ALL,False,ProCore Ltd.,INDUSTRY,0,1,Israel
NCT02169271,Acetylsalicylic Acid Compared to Placebo in Treating High-Risk Patients With Subsolid Lung Nodules,A Randomized Phase II Trial of Low Dose Aspirin Versus Placebo in High-Risk Individuals With CT-Detected Subsolid Lung Nodules,COMPLETED,2014-11-21,2020-02-14,2020-05-21,INTERVENTIONAL,PHASE2,109.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,DOUBLE,Current Smoker|Former Smoker|Multiple Pulmonary Nodules|Tobacco Use Disorder,Aspirin|Laboratory Biomarker Analysis|Placebo,DRUG|OTHER,1,8,50 Years,,ALL,False,National Cancer Institute (NCI),NIH,0,2,United States|Italy
NCT02101034,PD 0332991 and Cetuximab in Patients With Incurable SCCHN,Phase I/II Trial of the Addition of PD 0332991 to Cetuximab in Patients With Incurable SCCHN,COMPLETED,2014-06-17,2023-11-10,2023-12-21,INTERVENTIONAL,PHASE1|PHASE2,96.0,ACTUAL,NON_RANDOMIZED,SEQUENTIAL,TREATMENT,NONE,"Carcinoma, Squamous Cell of Head and Neck",Cetuximab|PD 0332991,DRUG|BIOLOGICAL,2,7,18 Years,,ALL,False,Washington University School of Medicine,OTHER,1,5,United States
